"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S11] F2: 126, Sample, drugX"	"Found in Sample: [S12] F2: 127N, Sample, drugX"	"Found in Sample: [S13] F2: 127C, Sample, drugX"	"Found in Sample: [S14] F2: 128N, Sample, drugX"	"Found in Sample: [S15] F2: 128C, Sample, drugX"	"Found in Sample: [S16] F2: 129N, Sample, drugX"	"Found in Sample: [S17] F2: 129C, Sample, drugX"	"Found in Sample: [S18] F2: 130N, Sample, drugX"	"Found in Sample: [S19] F2: 130C, Sample, drugX"	"Found in Sample: [S20] F2: 131, Sample, drugX"	"Modifications"	"Area: 126, drugX"	"Area: 127N, drugX"	"Area: 127C, drugX"	"Area: 128N, drugX"	"Area: 128C, drugX"	"Area: 129N, drugX"	"Area: 129C, drugX"	"Area: 130N, drugX"	"Area: 130C, drugX"	"Area: 131, drugX"	"Abundance Ratio: (127N, drugX) / (126, drugX)"	"Abundance Ratio: (127C, drugX) / (126, drugX)"	"Abundance Ratio: (128N, drugX) / (126, drugX)"	"Abundance Ratio: (128C, drugX) / (126, drugX)"	"Abundance Ratio: (129N, drugX) / (126, drugX)"	"Abundance Ratio: (129C, drugX) / (126, drugX)"	"Abundance Ratio: (130N, drugX) / (126, drugX)"	"Abundance Ratio: (130C, drugX) / (126, drugX)"	"Abundance Ratio: (131, drugX) / (126, drugX)"	"Abundance: F2: 126, Sample, drugX"	"Abundance: F2: 127N, Sample, drugX"	"Abundance: F2: 127C, Sample, drugX"	"Abundance: F2: 128N, Sample, drugX"	"Abundance: F2: 128C, Sample, drugX"	"Abundance: F2: 129N, Sample, drugX"	"Abundance: F2: 129C, Sample, drugX"	"Abundance: F2: 130N, Sample, drugX"	"Abundance: F2: 130C, Sample, drugX"	"Abundance: F2: 131, Sample, drugX"	"Abundances Count: F2: 126, Sample, drugX"	"Abundances Count: F2: 127N, Sample, drugX"	"Abundances Count: F2: 127C, Sample, drugX"	"Abundances Count: F2: 128N, Sample, drugX"	"Abundances Count: F2: 128C, Sample, drugX"	"Abundances Count: F2: 129N, Sample, drugX"	"Abundances Count: F2: 129C, Sample, drugX"	"Abundances Count: F2: 130N, Sample, drugX"	"Abundances Count: F2: 130C, Sample, drugX"	"Abundances Count: F2: 131, Sample, drugX"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"O00479"	"High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3"	"0"	"6.48994250419614"	"21.1111111111111"	"2"	"2"	"2"	"1"	"90"	"9.533"	"10.48"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.7e5"	"1.0e6"	"1.0e6"	"1.0e6"	"9.9e5"	"9.9e5"	"1.0e6"	"9.7e5"	"1.0e6"	"1.0e6"	"1.029"	"0.966"	"0.936"	"0.956"	"0.952"	"0.959"	"1.000"	"0.944"	"0.985"	"241.0"	"247.9"	"232.9"	"225.5"	"230.3"	"229.5"	"231.0"	"241.0"	"227.5"	"237.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.162"	"0"	"6.31683993339539"	"2"
"False"	"High"	"IsMasterProtein"	"P11388-4"	"Isoform 4 of DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A"	"0"	"6.48492132492408"	"1.0545905707196"	"1"	"1"	"1"	"1"	"1612"	"182.567"	"8.63"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.1e6"	"4.6e6"	"5.0e6"	"4.9e6"	"5.4e6"	"5.6e6"	"5.5e6"	"5.5e6"	"4.2e6"	"3.9e6"	"0.753"	"0.826"	"0.810"	"0.880"	"0.913"	"0.896"	"0.900"	"0.692"	"0.635"	"198.2"	"149.2"	"163.8"	"160.5"	"174.5"	"181.0"	"177.5"	"178.3"	"137.1"	"125.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.024"	"0"	"5.26385402679443"	"1"
"False"	"High"	"IsMasterProtein"	"Q15004"	"PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1"	"0"	"6.48227640516626"	"16.2162162162162"	"1"	"1"	"1"	"1"	"111"	"11.979"	"9.83"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e6"	"2.1e6"	"2.2e6"	"2.2e6"	"2.0e6"	"2.4e6"	"2.3e6"	"2.2e6"	"1.6e6"	"1.5e6"	"0.805"	"0.861"	"0.834"	"0.774"	"0.924"	"0.880"	"0.834"	"0.617"	"0.588"	"68.2"	"54.9"	"58.7"	"56.9"	"52.8"	"63.0"	"60.0"	"56.9"	"42.1"	"40.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.468"	"0"	"5.08512115478516"	"1"
"False"	"High"	"IsMasterProtein"	"Q9H3J6"	"Probable peptide chain release factor C12orf65, mitochondrial OS=Homo sapiens GN=C12orf65 PE=2 SV=1"	"0"	"6.47742536730882"	"11.4457831325301"	"1"	"1"	"1"	"1"	"166"	"18.816"	"9.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e6"	"2.5e6"	"2.0e6"	"2.0e6"	"2.3e6"	"2.6e6"	"2.3e6"	"2.6e6"	"2.4e6"	"1.4e6"	"0.957"	"0.742"	"0.759"	"0.875"	"0.989"	"0.857"	"0.967"	"0.890"	"0.537"	"103.6"	"99.1"	"76.9"	"78.6"	"90.6"	"102.5"	"88.8"	"100.2"	"92.2"	"55.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.259"	"0"	"5.61059427261353"	"1"
"False"	"High"	"IsMasterProtein"	"Q6IA69"	"Glutamine-dependent NAD(+) synthetase OS=Homo sapiens GN=NADSYN1 PE=1 SV=3"	"0"	"6.47255051701012"	"3.68271954674221"	"2"	"2"	"2"	"1"	"706"	"79.234"	"6.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e6"	"5.4e6"	"7.1e6"	"7.8e6"	"7.7e6"	"6.9e6"	"6.6e6"	"7.4e6"	"5.6e6"	"6.5e6"	"0.813"	"1.045"	"1.157"	"1.138"	"1.025"	"0.990"	"1.101"	"0.831"	"0.959"	"199.8"	"162.5"	"208.8"	"231.1"	"227.3"	"204.8"	"197.8"	"220.0"	"166.1"	"191.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.129"	"0"	"6.61467957496643"	"2"
"False"	"High"	"IsMasterProtein"	"Q9Y4I5"	"Tesmin OS=Homo sapiens GN=MTL5 PE=1 SV=2"	"0"	"6.4611750110621"	"3.1496062992126"	"1"	"1"	"1"	"1"	"508"	"54.989"	"5.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e6"	"1.6e6"	"2.2e6"	"2.0e6"	"2.0e6"	"1.9e6"	"2.2e6"	"2.0e6"	"1.6e6"	"1.5e6"	"0.569"	"0.806"	"0.746"	"0.751"	"0.704"	"0.798"	"0.740"	"0.578"	"0.539"	"138.9"	"79.1"	"112.0"	"103.6"	"104.3"	"97.8"	"110.9"	"102.8"	"80.3"	"74.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.105"	"0"	"4.90332984924316"	"1"
"False"	"High"	"IsMasterProtein"	"Q9NZ52"	"ADP-ribosylation factor-binding protein GGA3 OS=Homo sapiens GN=GGA3 PE=1 SV=1"	"0"	"6.44560752638139"	"3.04287690179806"	"2"	"3"	"2"	"1"	"723"	"78.267"	"5.58"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e7"	"1.6e7"	"2.3e7"	"2.4e7"	"2.2e7"	"2.2e7"	"2.0e7"	"2.1e7"	"1.5e7"	"2.5e7"	"0.923"	"1.100"	"1.070"	"1.111"	"1.040"	"1.026"	"1.026"	"0.867"	"0.938"	"121.4"	"112.1"	"133.5"	"129.9"	"134.9"	"126.3"	"124.5"	"124.6"	"105.2"	"113.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.179"	"0"	"8.06607937812805"	"2"
"False"	"High"	"IsMasterProtein"	"O75427"	"Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens GN=LRCH4 PE=1 SV=2"	"0"	"6.42689621683601"	"2.78184480234261"	"1"	"1"	"1"	"1"	"683"	"73.405"	"8.22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e6"	"2.4e6"	"2.7e6"	"2.6e6"	"2.5e6"	"2.5e6"	"2.9e6"	"3.0e6"	"2.4e6"	"2.0e6"	"0.759"	"0.832"	"0.825"	"0.780"	"0.777"	"0.910"	"0.942"	"0.758"	"0.622"	"65.6"	"49.8"	"54.6"	"54.1"	"51.2"	"51.0"	"59.7"	"61.8"	"49.7"	"40.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.066"	"0"	"5.66749238967896"	"1"
"False"	"High"	"IsMasterProtein"	"Q13308-6"	"Isoform 6 of Inactive tyrosine-protein kinase 7 OS=Homo sapiens GN=PTK7"	"0"	"6.42310007101316"	"2.04081632653061"	"2"	"2"	"2"	"1"	"1078"	"119.122"	"6.96"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"9.6e6"	"1.1e7"	"1.1e7"	"1.0e7"	"1.1e7"	"1.1e7"	"1.2e7"	"8.2e6"	"7.8e6"	"0.761"	"0.901"	"0.876"	"0.809"	"0.915"	"0.878"	"0.982"	"0.646"	"0.598"	"343.3"	"261.3"	"309.4"	"300.6"	"277.9"	"314.0"	"301.3"	"337.0"	"221.9"	"205.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.072"	"0"	"5.65129470825195"	"2"
"False"	"High"	"IsMasterProtein"	"Q9UGU0"	"Transcription factor 20 OS=Homo sapiens GN=TCF20 PE=1 SV=3"	"0"	"6.41692937881844"	"1.37755102040816"	"2"	"2"	"2"	"1"	"1960"	"211.641"	"9.04"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.2e6"	"4.8e6"	"5.5e6"	"5.6e6"	"5.5e6"	"5.6e6"	"5.6e6"	"5.9e6"	"4.4e6"	"4.1e6"	"0.781"	"0.866"	"0.854"	"0.849"	"0.894"	"0.881"	"0.945"	"0.697"	"0.661"	"464.5"	"362.6"	"402.3"	"396.9"	"394.2"	"415.3"	"409.1"	"438.9"	"323.6"	"306.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.046"	"0"	"6.87967777252197"	"2"
"False"	"High"	"IsMasterProtein"	"Q9P0P0"	"E3 ubiquitin-protein ligase RNF181 OS=Homo sapiens GN=RNF181 PE=1 SV=1"	"0"	"6.41101930775791"	"20.9150326797386"	"3"	"4"	"3"	"1"	"153"	"17.897"	"5.06"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.8e7"	"5.1e7"	"5.6e7"	"5.4e7"	"5.3e7"	"5.9e7"	"5.9e7"	"6.8e7"	"4.2e7"	"4.2e7"	"0.641"	"0.775"	"0.841"	"0.849"	"0.836"	"0.848"	"0.879"	"0.634"	"0.634"	"388.1"	"248.9"	"300.9"	"326.4"	"329.6"	"324.4"	"329.2"	"341.3"	"246.2"	"246.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.512"	"0"	"10.5525126457214"	"3"
"False"	"High"	"IsMasterProtein"	"P82980"	"Retinol-binding protein 5 OS=Homo sapiens GN=RBP5 PE=1 SV=3"	"0"	"6.36995675265535"	"16.2962962962963"	"2"	"2"	"2"	"1"	"135"	"15.921"	"6.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e7"	"1.8e7"	"2.3e7"	"2.2e7"	"2.3e7"	"1.9e7"	"2.2e7"	"2.1e7"	"1.7e7"	"1.7e7"	"0.769"	"0.944"	"0.896"	"0.944"	"0.819"	"0.915"	"0.883"	"0.723"	"0.720"	"345.6"	"265.9"	"326.4"	"309.7"	"326.1"	"283.1"	"316.3"	"305.2"	"249.7"	"248.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.585"	"0"	"6.60198068618774"	"2"
"False"	"High"	"IsMasterProtein"	"Q96DX5"	"Ankyrin repeat and SOCS box protein 9 OS=Homo sapiens GN=ASB9 PE=1 SV=1"	"0"	"6.36744148546733"	"6.46258503401361"	"1"	"1"	"1"	"1"	"294"	"31.837"	"6.98"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.9e6"	"5.4e6"	"9.1e6"	"1.0e7"	"9.6e6"	"9.8e6"	"7.2e6"	"1.0e7"	"6.3e6"	"7.2e6"	"0.788"	"1.321"	"1.499"	"1.387"	"1.421"	"1.038"	"1.443"	"0.916"	"1.048"	"49.9"	"39.3"	"65.9"	"74.8"	"69.2"	"70.9"	"51.8"	"72.0"	"45.7"	"52.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.179"	"0"	"5.88557624816895"	"1"
"False"	"High"	"IsMasterProtein"	"Q49AR2"	"UPF0489 protein C5orf22 OS=Homo sapiens GN=C5orf22 PE=1 SV=2"	"0"	"6.34657637391616"	"4.29864253393665"	"2"	"3"	"1"	"1"	"442"	"49.935"	"4.78"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.6e6"	"4.3e6"	"5.0e6"	"5.1e6"	"4.7e6"	"4.6e6"	"4.7e6"	"5.0e6"	"4.8e6"	"4.6e6"	"0.751"	"0.860"	"0.868"	"0.846"	"0.846"	"0.880"	"0.912"	"0.790"	"0.782"	"252.3"	"189.6"	"217.1"	"218.9"	"213.4"	"213.5"	"221.9"	"230.2"	"199.2"	"197.2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.245"	"1"	"8.22716999053955"	"2"
"False"	"High"	"IsMasterProtein"	"Q16774-3"	"Isoform 3 of Guanylate kinase OS=Homo sapiens GN=GUK1"	"0"	"6.34457341225408"	"4.9792531120332"	"1"	"1"	"1"	"1"	"241"	"26.58"	"9.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.9e6"	"9.0e6"	"1.4e7"	"1.3e7"	"1.1e7"	"1.0e7"	"8.5e6"	"1.1e7"	"8.9e6"	"9.6e6"	"0.913"	"1.377"	"1.279"	"1.067"	"1.016"	"0.865"	"1.114"	"0.906"	"0.971"	"129.3"	"118.1"	"178.0"	"165.4"	"138.0"	"131.4"	"111.9"	"144.1"	"117.2"	"125.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.155"	"0"	"4.1750693321228"	"1"
"False"	"High"	"IsMasterProtein"	"Q6GYQ0-2"	"Isoform 2 of Ral GTPase-activating protein subunit alpha-1 OS=Homo sapiens GN=RALGAPA1"	"0"	"6.34093992775906"	"0.57609217474796"	"1"	"1"	"1"	"1"	"2083"	"234.583"	"6.27"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.5e5"	"7.0e5"	"7.2e5"	"6.7e5"	"7.5e5"	"6.0e5"	"5.7e5"	"7.0e5"	"5.2e5"	"5.2e5"	"0.832"	"0.857"	"0.788"	"0.886"	"0.711"	"0.673"	"0.828"	"0.619"	"0.610"	"109.6"	"91.2"	"93.9"	"86.4"	"97.1"	"77.9"	"73.8"	"90.8"	"67.8"	"66.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.023"	"0"	"4.34663534164429"	"1"
"False"	"High"	"IsMasterProtein"	"Q9Y5N5"	"HemK methyltransferase family member 2 OS=Homo sapiens GN=N6AMT1 PE=1 SV=3"	"0"	"6.32679471822096"	"5.14018691588785"	"1"	"1"	"1"	"1"	"214"	"22.886"	"5.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.7e6"	"3.4e6"	"4.1e6"	"3.8e6"	"3.9e6"	"3.4e6"	"3.9e6"	"3.7e6"	"3.2e6"	"3.4e6"	"0.937"	"1.130"	"1.046"	"1.071"	"0.940"	"1.057"	"1.004"	"0.886"	"0.935"	"318.3"	"298.2"	"359.8"	"333.1"	"340.9"	"299.1"	"336.5"	"319.7"	"281.9"	"297.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.334"	"0"	"4.98720979690552"	"1"
"False"	"High"	"IsMasterProtein"	"Q9H777"	"Zinc phosphodiesterase ELAC protein 1 OS=Homo sapiens GN=ELAC1 PE=1 SV=2"	"0"	"6.31749391406099"	"3.03030303030303"	"1"	"1"	"1"	"1"	"363"	"39.994"	"6.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e6"	"1.7e6"	"2.1e6"	"2.1e6"	"2.0e6"	"2.1e6"	"1.8e6"	"2.0e6"	"1.6e6"	"1.7e6"	"0.944"	"1.114"	"1.125"	"1.106"	"1.129"	"0.985"	"1.105"	"0.880"	"0.945"	"215.0"	"202.9"	"239.5"	"241.8"	"237.7"	"242.8"	"211.7"	"237.5"	"189.2"	"203.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.122"	"0"	"4.46310424804688"	"1"
"False"	"High"	"IsMasterProtein"	"Q9NVM4"	"Protein arginine N-methyltransferase 7 OS=Homo sapiens GN=PRMT7 PE=1 SV=1"	"0"	"6.30633506106261"	"4.47976878612717"	"3"	"3"	"3"	"1"	"692"	"78.409"	"5.57"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.6e6"	"5.7e6"	"7.6e6"	"7.1e6"	"6.2e6"	"5.8e6"	"5.7e6"	"6.4e6"	"5.0e6"	"4.9e6"	"0.750"	"1.017"	"0.940"	"0.843"	"0.793"	"0.766"	"0.858"	"0.673"	"0.651"	"421.8"	"316.5"	"429.0"	"396.7"	"355.6"	"334.3"	"323.2"	"362.0"	"283.7"	"274.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.241"	"0"	"8.34117150306702"	"3"
"False"	"High"	"IsMasterProtein"	"Q06587"	"E3 ubiquitin-protein ligase RING1 OS=Homo sapiens GN=RING1 PE=1 SV=2"	"0"	"6.30450396401029"	"6.89655172413793"	"2"	"2"	"2"	"1"	"406"	"42.403"	"5.62"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e7"	"3.1e7"	"4.5e7"	"4.6e7"	"3.8e7"	"3.6e7"	"3.6e7"	"4.1e7"	"3.0e7"	"3.2e7"	"0.789"	"1.123"	"1.115"	"0.978"	"0.889"	"0.893"	"1.024"	"0.784"	"0.826"	"239.1"	"188.7"	"268.6"	"266.5"	"233.9"	"212.6"	"213.4"	"244.8"	"187.4"	"197.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.274"	"0"	"6.12682294845581"	"2"
"False"	"High"	"IsMasterProtein"	"P62380"	"TATA box-binding protein-like protein 1 OS=Homo sapiens GN=TBPL1 PE=1 SV=1"	"0"	"6.29670862188134"	"5.91397849462366"	"1"	"1"	"1"	"1"	"186"	"20.873"	"9.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.1e6"	"3.6e6"	"6.0e6"	"5.3e6"	"4.1e6"	"3.6e6"	"3.3e6"	"4.0e6"	"3.4e6"	"4.1e6"	"0.867"	"1.451"	"1.273"	"0.996"	"0.861"	"0.800"	"0.979"	"0.831"	"0.985"	"315.2"	"273.2"	"457.4"	"401.3"	"314.0"	"271.3"	"252.2"	"308.6"	"261.9"	"310.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.233"	"0"	"4.46907520294189"	"1"
"False"	"High"	"IsMasterProtein"	"Q8N983-7"	"Isoform 6 of 39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43"	"0"	"6.29533481454547"	"4.21455938697318"	"1"	"1"	"1"	"1"	"261"	"28.658"	"8.29"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.3e7"	"2.8e7"	"3.1e7"	"3.0e7"	"3.0e7"	"2.7e7"	"2.9e7"	"3.1e7"	"2.1e7"	"2.0e7"	"0.831"	"0.924"	"0.892"	"0.899"	"0.794"	"0.879"	"0.936"	"0.629"	"0.601"	"197.9"	"164.5"	"182.8"	"176.6"	"177.9"	"157.1"	"173.9"	"185.2"	"124.4"	"119.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.166"	"0"	"5.2369213104248"	"1"
"False"	"High"	"IsMasterProtein"	"Q9H8T0-2"	"Isoform 2 of AKT-interacting protein OS=Homo sapiens GN=AKTIP"	"0"	"6.28979798534461"	"7.50853242320819"	"1"	"1"	"1"	"1"	"293"	"33.235"	"9.38"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.7e5"	"8.0e5"	"1.0e6"	"1.3e6"	"9.5e5"	"1.1e6"	"9.8e5"	"1.1e6"	"8.1e5"	"8.9e5"	"0.917"	"1.164"	"1.463"	"1.095"	"1.212"	"1.121"	"1.313"	"0.930"	"1.027"	"67.1"	"61.5"	"78.1"	"98.2"	"73.5"	"81.3"	"75.2"	"88.1"	"62.4"	"68.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.136"	"0"	"3.95884776115417"	"1"
"False"	"High"	"IsMasterProtein"	"Q8NC56"	"LEM domain-containing protein 2 OS=Homo sapiens GN=LEMD2 PE=1 SV=1"	"0"	"6.28810845011942"	"4.17495029821074"	"1"	"1"	"1"	"1"	"503"	"56.94"	"9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.8e6"	"5.4e6"	"5.7e6"	"5.8e6"	"5.8e6"	"6.1e6"	"5.9e6"	"6.8e6"	"4.2e6"	"4.4e6"	"0.792"	"0.843"	"0.854"	"0.860"	"0.894"	"0.869"	"1.002"	"0.620"	"0.652"	"160.1"	"126.8"	"134.9"	"136.7"	"137.7"	"143.2"	"139.1"	"160.5"	"99.3"	"104.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.072"	"0"	"5.40455150604248"	"1"
"False"	"High"	"IsMasterProtein"	"Q08379"	"Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3"	"0"	"6.28692959006025"	"2.09580838323353"	"2"	"2"	"2"	"1"	"1002"	"113.017"	"5.02"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e6"	"2.9e6"	"3.5e6"	"3.6e6"	"3.4e6"	"3.3e6"	"3.4e6"	"3.8e6"	"2.5e6"	"2.5e6"	"0.687"	"0.805"	"0.833"	"0.794"	"0.785"	"0.788"	"0.875"	"0.591"	"0.576"	"298.5"	"205.2"	"240.2"	"248.6"	"237.0"	"234.4"	"235.1"	"261.1"	"176.5"	"171.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.078"	"0"	"6.95706486701965"	"2"
"False"	"High"	"IsMasterProtein"	"Q6IPR3"	"tRNA wybutosine-synthesizing protein 3 homolog OS=Homo sapiens GN=TYW3 PE=2 SV=2"	"0"	"6.28414158456872"	"6.56370656370656"	"2"	"2"	"2"	"1"	"259"	"29.775"	"7.68"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"9.3e6"	"1.1e7"	"1.1e7"	"1.1e7"	"1.0e7"	"1.1e7"	"1.1e7"	"8.1e6"	"9.0e6"	"0.853"	"0.963"	"0.954"	"1.075"	"0.885"	"0.911"	"0.975"	"0.743"	"0.812"	"104.8"	"89.4"	"100.9"	"100.0"	"112.7"	"92.8"	"95.5"	"102.2"	"77.9"	"85.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.274"	"0"	"5.756187915802"	"2"
"False"	"High"	"IsMasterProtein"	"Q969K3-2"	"Isoform 2 of E3 ubiquitin-protein ligase RNF34 OS=Homo sapiens GN=RNF34"	"0"	"6.26440110030182"	"4.82573726541555"	"1"	"1"	"1"	"1"	"373"	"41.77"	"5.01"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.2e6"	"5.9e6"	"6.3e6"	"6.6e6"	"6.5e6"	"7.0e6"	"6.6e6"	"7.6e6"	"5.3e6"	"5.1e6"	"0.820"	"0.874"	"0.915"	"0.908"	"0.965"	"0.912"	"1.053"	"0.735"	"0.713"	"136.8"	"112.2"	"119.5"	"125.2"	"124.2"	"132.0"	"124.8"	"144.1"	"100.5"	"97.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.11"	"0"	"4.41761350631714"	"1"
"False"	"High"	"IsMasterProtein"	"Q8TCX1-2"	"Isoform 2 of Cytoplasmic dynein 2 light intermediate chain 1 OS=Homo sapiens GN=DYNC2LI1"	"0"	"6.25782495677632"	"3.125"	"1"	"1"	"1"	"1"	"352"	"39.728"	"7.53"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.3e6"	"2.8e6"	"3.0e6"	"2.8e6"	"2.6e6"	"2.6e6"	"2.7e6"	"3.0e6"	"2.1e6"	"2.1e6"	"0.841"	"0.911"	"0.858"	"0.806"	"0.803"	"0.826"	"0.903"	"0.650"	"0.650"	"308.5"	"259.6"	"281.1"	"264.8"	"248.6"	"247.6"	"254.7"	"278.6"	"200.5"	"200.5"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.116"	"0"	"5.43200826644897"	"1"
"False"	"High"	"IsMasterProtein"	"O75629"	"Protein CREG1 OS=Homo sapiens GN=CREG1 PE=1 SV=1"	"0"	"6.24116772380166"	"10.4545454545455"	"2"	"6"	"2"	"1"	"220"	"24.059"	"7.59"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.1e6"	"6.4e6"	"7.2e6"	"6.8e6"	"6.1e6"	"7.6e6"	"6.9e6"	"7.7e6"	"5.0e6"	"3.9e6"	"0.663"	"0.888"	"0.901"	"0.872"	"0.875"	"0.793"	"0.864"	"0.636"	"0.711"	"447.0"	"296.2"	"397.0"	"402.8"	"389.8"	"391.1"	"354.6"	"386.3"	"284.1"	"317.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.874"	"0"	"14.7010436058044"	"2"
