Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (127C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (128N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (128C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (129N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (129C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (130N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (130C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (131, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance: F1: 126, Sample, Treatmentrep1"	"Abundance: F1: 127N, Sample, Treatmentrep1"	"Abundance: F1: 127C, Sample, Treatmentrep1"	"Abundance: F1: 128N, Sample, Treatmentrep1"	"Abundance: F1: 128C, Sample, Treatmentrep1"	"Abundance: F1: 129N, Sample, Treatmentrep1"	"Abundance: F1: 129C, Sample, Treatmentrep1"	"Abundance: F1: 130N, Sample, Treatmentrep1"	"Abundance: F1: 130C, Sample, Treatmentrep1"	"Abundance: F1: 131, Sample, Treatmentrep1"	"Abundances Count: F1: 126, Sample, Treatmentrep1"	"Abundances Count: F1: 127N, Sample, Treatmentrep1"	"Abundances Count: F1: 127C, Sample, Treatmentrep1"	"Abundances Count: F1: 128N, Sample, Treatmentrep1"	"Abundances Count: F1: 128C, Sample, Treatmentrep1"	"Abundances Count: F1: 129N, Sample, Treatmentrep1"	"Abundances Count: F1: 129C, Sample, Treatmentrep1"	"Abundances Count: F1: 130N, Sample, Treatmentrep1"	"Abundances Count: F1: 130C, Sample, Treatmentrep1"	"Abundances Count: F1: 131, Sample, Treatmentrep1"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P53805	Calcipressin-1 OS=Homo sapiens GN=RCAN1 PE=1 SV=4	3.174603175	1	2	1	1	252	28.061	5.21		1827	ENSG00000159200	RCAN1	21	regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;enzyme regulator activity;protein binding	Pf04847	1.024	1.002	0.743	0.437	0.283	0.184	0.114	0.084	0.05	403.4	412.9	404.3	299.9	176.3	114.2	74.3	46.1	33.9	20	1	1	1	1	1	1	1	1	1	1	0.194	0	2.401489973	1	33.08	1
FALSE	IsMasterProtein	P53814-6	Isoform B3 of Smoothelin OS=Homo sapiens GN=SMTN	14.89361702	10	22	10	1	940	101.748	8.78		6525	ENSG00000183963	SMTN	22		cytoplasm;cytoskeleton	protein binding;structural molecule activity	"Pf00307, Pf11971, Pf12510"	0.952	0.925	0.873	0.73	0.587	0.484	0.348	0.308	0.223	1977.6	1881.9	1829.7	1725.8	1444.5	1161.7	957.3	687.9	608.4	441.3	9	9	9	9	9	9	9	9	9	9	0.536	0	39.2377739	10	230.9992832	10
FALSE	IsMasterProtein	P53985	Monocarboxylate transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3	1.6	1	4	1	1	500	53.909	8.66		6566	ENSG00000155380; ENSG00000281917	SLC16A1	1; CHRHG2104PATCH	cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	membrane;mitochondrion	protein binding;transporter activity	"Pf00083, Pf07690, Pf12832"	1.021	1.026	1.067	1.091	0.941	0.975	0.905	0.886	0.806	595.6	608.3	611.2	635.5	649.9	560.3	580.9	538.8	527.9	480.1	1	1	1	1	1	1	1	1	1	1	0.145	0	6.442317963	1	41.84	1
FALSE	IsMasterProtein	P53992	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	26.41681901	25	70	24	1	1094	118.249	7.06		9632	ENSG00000176986	SEC24C	10	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;endoplasmic reticulum;Golgi;membrane;nucleus	DNA binding;metal ion binding;protein binding	"Pf00626, Pf03154, Pf04503, Pf04652, Pf04810, Pf04811, Pf04815, Pf07223, Pf08033, Pf09606, Pf09770, Pf15449"	0.982	1.04	0.913	0.574	0.197	0.103	0.059	0.045	0.036	8693.7	8533.7	9044.9	7940.1	4986.9	1711.2	894.1	515	390.5	309.6	23	23	23	23	23	23	23	23	23	23	2.831	1	139.8540876	25	753.6418892	24
FALSE	IsMasterProtein	P53999	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	50.39370079	7	36	7	1	127	14.386	9.6		10923	ENSG00000113387	SUB1	5	metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;protein binding;RNA binding	Pf02229	0.943	1.003	0.883	0.725	0.446	0.293	0.152	0.124	0.093	7244.7	6832.4	7265.5	6394.3	5251.9	3228.4	2119.9	1103.3	901.8	674.6	7	7	7	7	7	7	7	7	7	7	9	0	69.15466917	7	401.3353846	5
FALSE	IsMasterProtein	P54098	DNA polymerase subunit gamma-1 OS=Homo sapiens GN=POLG PE=1 SV=1	4.439063761	4	8	4	1	1239	139.473	6.9		5428	ENSG00000140521	POLG	15	cell death;cellular homeostasis;metabolic process;response to stimulus	membrane;mitochondrion	catalytic activity;DNA binding;protein binding	Pf00476	0.921	0.836	0.769	0.456	0.319	0.214	0.139	0.105	0.083	1576.9	1453	1318.6	1213.1	718.8	503.5	336.8	219.5	165	130.2	4	4	4	4	4	4	4	4	4	4	0.143	0	15.15903306	4	109.57	4
FALSE	IsMasterProtein	P54105	Methylosome subunit pICln OS=Homo sapiens GN=CLNS1A PE=1 SV=1	52.74261603	8	90	8	1	237	26.199	4.11		1207	ENSG00000074201	CLNS1A	11	cell organization and biogenesis;cellular homeostasis;metabolic process;transport	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	protein binding;RNA binding	Pf03517	0.986	1.031	0.993	0.889	0.728	0.62	0.424	0.287	0.227	8638.4	8517.4	8904.3	8578.8	7680.8	6287.8	5358.2	3665.2	2481.3	1965	12	12	12	12	12	12	12	12	12	12	11.328	0	179.895067	8	1334.750256	8
FALSE	IsMasterProtein	P54132	Bloom syndrome protein OS=Homo sapiens GN=BLM PE=1 SV=1	8.962597036	10	20	9	1	1417	158.901	7.49		641	ENSG00000197299	BLM	15	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00270, Pf00271, Pf00570, Pf08072, Pf09382"	0.995	1.011	1.307	0.828	0.751	0.749	0.543	0.526	0.633	2344	2332.7	2370.5	3064.3	1939.9	1760.7	1755.6	1273.2	1231.8	1484.3	8	8	8	8	8	8	8	8	8	8	0.299	0	35.13163519	10	215.8977778	10
FALSE	IsMasterProtein	P54136	"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2"	60.45454545	36	136	36	1	660	75.331	6.68		5917	ENSG00000113643	RARS	5	metabolic process	cytoplasm;cytosol;membrane;mitochondrion;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00750, Pf03485, Pf05746"	0.894	0.786	0.408	0.164	0.103	0.06	0.037	0.029	0.024	22934	20495.2	18029.7	9350.8	3764.2	2358	1370.6	847.3	666.1	547.5	36	36	36	36	36	36	36	36	36	36	10.13	0	265.0651958	36	1672.400004	34
FALSE	IsMasterProtein	P54198	Protein HIRA OS=Homo sapiens GN=HIRA PE=1 SV=2	1.769911504	2	2	1	1	1017	111.764	8.07		7290	ENSG00000100084	HIRA	22	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	protein binding	"Pf00400, Pf07569, Pf09453"	0.961	1.029	0.99	0.729	0.475	0.226	0.136	0.104	0.082	304.4	292.4	313.1	301.4	222	144.7	68.9	41.5	31.8	24.9	1	1	1	1	1	1	1	1	1	1	0.091	0	3.82204926	2		
FALSE	IsMasterProtein	P54259	Atrophin-1 OS=Homo sapiens GN=ATN1 PE=1 SV=3	6.134453782	6	12	6	1	1190	125.338	8.98		1822	ENSG00000111676	ATN1	12	cell death;cellular component movement;metabolic process;regulation of biological process	cytoplasm;nucleus	protein binding	Pf03154	1.019	1.037	0.998	0.852	0.697	0.651	0.504	0.475	0.379	1401.9	1428.6	1454	1398.7	1194.6	977.7	912.5	707.2	665.7	531.2	6	6	6	6	6	6	6	6	6	6	0.438	0	22.23625588	6	205.4106842	6
FALSE	IsMasterProtein	P54277	PMS1 protein homolog 1 OS=Homo sapiens GN=PMS1 PE=1 SV=1	7.939914163	7	18	7	1	932	105.764	6.67		5378	ENSG00000064933	PMS1	2	metabolic process;response to stimulus	nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00505, Pf01119, Pf02518, Pf13589"	0.777	0.625	0.437	0.294	0.232	0.147	0.101	0.074	0.071	4062.7	3156.9	2539.4	1774.5	1193.7	942.7	597.1	411.6	301.7	289.1	8	8	8	8	8	8	8	8	8	8	0.346	0	32.16705012	7	185.195	6
FALSE	IsMasterProtein	P54278	Mismatch repair endonuclease PMS2 OS=Homo sapiens GN=PMS2 PE=1 SV=2	17.98143852	12	22	9	1	862	95.736	6.86		5395	ENSG00000122512	PMS2	7	metabolic process;response to stimulus	cytoplasm;cytoskeleton;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf01119, Pf02518, Pf08676, Pf13589"	0.814	0.716	0.567	0.335	0.208	0.143	0.104	0.091	0.078	4217	3433.5	3020.1	2392	1410.9	875.4	604.1	438.3	384.2	327.6	10	10	10	10	10	10	10	10	10	10	0.719	2	47.66340208	12	223.61	10
FALSE	IsMasterProtein	P54289	Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 PE=1 SV=3	1.722574796	1	1	1	1	1103	124.49	5.27		781	ENSG00000153956	CACNA2D1	7	regulation of biological process;transport	endoplasmic reticulum;membrane	metal ion binding;protein binding;transporter activity	"Pf00092, Pf02743, Pf08399, Pf08473, Pf13519, Pf13768"	0.638	0.756	0.589	0.397	0.13	0.06	0.042	0.051	0.094	464.2	296.2	351	273.6	184.4	60.2	27.8	19.5	23.8	43.8	1	1	1	1	1	1	1	1	1	1	0.038	0	0	1		
FALSE	IsMasterProtein	P54315-2	Isoform 2 of Inactive pancreatic lipase-related protein 1 OS=Homo sapiens GN=PNLIPRP1	6.451612903	1	1	1	1	186	21.34	7.96		5407		PNLIPRP1	10	metabolic process	extracellular	catalytic activity;metal ion binding	Pf00151	0.945	0.833	0.686	0.424	0.22	0.064	0.039	0.029	0.016	769.7	727	641	527.9	326.7	169.3	49	29.8	22.5	12.2	1	1	1	1	1	1	1	1	1	1	0.212	0	2.233598232	1		
FALSE	IsMasterProtein	P54577	"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4"	62.12121212	35	172	35	1	528	59.106	7.05		8565	ENSG00000134684	YARS	1	cell death;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding;signal transducer activity	"Pf00579, Pf01588"	0.956	0.741	0.414	0.201	0.117	0.067	0.041	0.033	0.026	37716.7	36043.3	27930.4	15615.8	7591.8	4407.4	2524.8	1553.1	1240.9	987.7	35	35	35	35	35	35	35	35	35	35	11.328	0	292.8387405	34	1678.869355	29
FALSE	IsMasterProtein	P54578	Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3	53.6437247	22	132	22	1	494	56.033	5.3		9097	ENSG00000101557	USP14	18	cell communication;metabolic process;regulation of biological process	cell surface;cytoplasm;membrane;nucleus;proteasome	catalytic activity;enzyme regulator activity;protein binding	"Pf00443, Pf13423"	0.991	1.072	0.973	0.738	0.291	0.14	0.082	0.059	0.043	18869.1	18703.4	20229.9	18357.5	13933.3	5500.2	2647.7	1541.1	1118.4	814	31	31	31	31	31	31	31	31	31	31	13.497	0	238.3633828	20	1543.995654	22
FALSE	IsMasterProtein	P54652	Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1	21.43974961	15	286	2	1	639	69.978	5.74		3306	ENSG00000126803	HSPA2	14	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cell surface;cytosol;membrane;mitochondrion;nucleus	nucleotide binding;protein binding	"Pf00012, Pf06723"	1.11	1.003	0.981	0.779	0.312	0.113	0.057	0.048	0.048	987.6	1096.4	990.6	968.8	769.3	307.9	111.7	56.3	47.1	47.8	2	2	2	2	2	2	2	2	2	2	4.391	0	488.4776791	15	2516.531529	13
FALSE	IsMasterProtein	P54687	"Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens GN=BCAT1 PE=1 SV=3"	35.49222798	11	81	11	1	386	42.939	5.3		586	ENSG00000060982	BCAT1	12	cell proliferation;metabolic process	cytoplasm;cytosol;mitochondrion	catalytic activity;protein binding	Pf01063	1.012	1.094	1.053	0.98	0.852	0.793	0.687	0.62	0.472	9627.7	9746.9	10532.8	10135.5	9439.8	8199.3	7636.5	6610.3	5965.7	4543.5	21	21	21	21	21	21	21	21	21	21	28.286	0	163.8849992	11	997.3769606	11
FALSE	IsMasterProtein	P54709	Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens GN=ATP1B3 PE=1 SV=1	2.867383513	1	2	1	1	279	31.492	8.35		483	ENSG00000069849	ATP1B3	3	cell organization and biogenesis;cellular component movement;cellular homeostasis;coagulation;metabolic process;regulation of biological process;transport	cytoplasm;membrane	catalytic activity;enzyme regulator activity;protein binding;transporter activity	Pf00287																														0.166	0	2.67682004	1	0	1
FALSE	IsMasterProtein	P54725	UV excision repair protein RAD23 homolog A OS=Homo sapiens GN=RAD23A PE=1 SV=1	51.51515152	14	97	6	1	363	39.585	4.58		5886	ENSG00000179262	RAD23A	19	metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus;proteasome	DNA binding;protein binding	"Pf00240, Pf00627, Pf09280, Pf11976"	1.005	1.056	0.932	0.851	0.694	0.674	0.61	0.553	0.558	6512.7	6544.8	6879	6066.8	5543.6	4518.8	4389.3	3971.9	3604.7	3637	20	20	20	20	20	20	20	20	20	20	28.552	11	145.7581078	14	659.5314128	12
FALSE	IsMasterProtein	P54727	UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1	28.36185819	11	97	8	1	409	43.145	4.84		5887	ENSG00000119318	RAD23B	9	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus;proteasome	DNA binding;protein binding	"Pf00240, Pf00627, Pf09280, Pf11976, Pf13881"	0.968	0.987	0.884	0.806	0.718	0.698	0.668	0.655	0.749	6712.6	6495.5	6622.5	5932.1	5413.7	4821.7	4683.3	4484.8	4398.1	5027.5	14	14	14	14	14	14	14	14	14	14	12.111	0	146.2265701	11	836.6194023	10
FALSE	IsMasterProtein	P54802	Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2	14.40107672	8	15	8	1	743	82.214	6.65		4669	ENSG00000108784	NAGLU	17	cell organization and biogenesis;metabolic process;response to stimulus	organelle lumen;vacuole	catalytic activity	"Pf05089, Pf12971, Pf12972"	0.93	0.991	0.808	0.677	0.44	0.369	0.182	0.1	0.056	1518.2	1412.2	1504.8	1226.8	1027.9	668.6	560	277	151.7	85.6	7	7	7	7	7	7	7	7	7	7	0.585	0	32.68555069	8	199.5483923	7
FALSE	IsMasterProtein	P54819	"Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2"	77.82426778	17	217	17	1	239	26.461	7.81		204	ENSG00000004455	AK2	1	metabolic process;response to stimulus	cytosol;membrane;mitochondrion	catalytic activity;nucleotide binding	"Pf00406, Pf05191, Pf13207, Pf13671"	1.003	1.053	1.04	0.964	0.851	0.764	0.374	0.108	0.082	26059.5	26133.8	27449.3	27101.6	25132.1	22186.4	19919.6	9758	2809.1	2127.5	29	29	29	29	29	29	29	29	29	29	65.608	0	400.2304808	15	2676.747988	16
FALSE	IsMasterProtein	P54851	Epithelial membrane protein 2 OS=Homo sapiens GN=EMP2 PE=2 SV=1	3.592814371	1	1	1	1	167	19.186	7.62		2013	ENSG00000213853	EMP2	16	cell death;cell organization and biogenesis;cell proliferation;cellular component movement;regulation of biological process;response to stimulus;transport	cell surface;cytoplasm;Golgi;membrane;nucleus	protein binding	"Pf00822, Pf13903"																														0.585	0	2.339464664	1		
FALSE	IsMasterProtein	P54886	Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2	39.24528302	27	87	27	1	795	87.248	7.12		5832	ENSG00000059573	ALDH18A1	10	metabolic process	cytoplasm;membrane;mitochondrion	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00171, Pf00696"	0.903	0.684	0.395	0.195	0.13	0.079	0.05	0.036	0.029	11294.6	10200.3	7723	4464.1	2197.1	1464.5	890.5	566.5	411.1	330.4	20	20	20	20	20	20	20	20	20	20	3.365	0	162.8698328	27	980.6406244	26
FALSE	IsMasterProtein	P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3	28.81355932	7	17	7	1	295	33.211	5.36		8775	ENSG00000105402	NAPA	19	cell communication;cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytosol;membrane	protein binding	Pf14938	0.952	0.997	0.891	0.731	0.533	0.267	0.147	0.105	0.078	2228.1	2121.2	2220.7	1985.7	1628.2	1187.4	594.8	326.8	233.6	174.6	6	6	6	6	6	6	6	6	6	6	1.404	0	33.36274719	7	208.1206048	7
FALSE	IsMasterProtein	P54922	[Protein ADP-ribosylarginine] hydrolase OS=Homo sapiens GN=ADPRH PE=1 SV=1	2.521008403	1	2	1	1	357	39.481	6.52		141	ENSG00000144843	ADPRH	3	metabolic process		catalytic activity;metal ion binding;protein binding	Pf03747	0.994	1.023	0.953	0.788	0.623	0.33	0.102	0.07	0.051	429.2	426.7	439	408.9	338.1	267.6	141.7	43.8	29.9	22.1	1	1	1	1	1	1	1	1	1	1	0.116	0	3.160721302	1	19.51	1
FALSE	IsMasterProtein	P55010	Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2	44.54756381	20	76	19	1	431	49.192	5.58		1983	ENSG00000100664	EIF5	14	metabolic process;regulation of biological process	cytoplasm;cytosol;membrane;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf01873, Pf02020"	0.996	1.052	0.977	0.716	0.266	0.132	0.082	0.059	0.045	9681	9646.1	10183.8	9461.2	6934.8	2574.1	1277.3	791.4	574.4	433.9	19	19	19	19	19	19	19	19	19	19	9.89	0	130.9944527	20	924.4571429	17
FALSE	IsMasterProtein	P55011	Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1	5.610561056	5	10	4	1	1212	131.364	6.4		6558	ENSG00000064651	SLC12A2	5	cellular homeostasis;regulation of biological process;response to stimulus;transport	membrane	protein binding;transporter activity	"Pf00324, Pf08403, Pf13520"	1.041	1.059	1.026	0.925	0.791	0.731	0.628	0.614	0.511	803	836.3	850	823.5	743	635.2	586.8	504	492.9	410.5	3	3	3	3	3	3	3	3	3	3	0.212	0	23.49179077	5	127.74	4
FALSE	IsMasterProtein	P55036	26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1	52.25464191	15	112	9	1	377	40.711	4.79		5710	ENSG00000159352	PSMD4	1	cell death;cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus;proteasome	metal ion binding;protein binding;RNA binding	"Pf02809, Pf04056, Pf13519"	0.972	1.037	0.991	0.749	0.508	0.432	0.295	0.202	0.158	11771.2	11445.7	12202.6	11667.8	8812.7	5982.1	5080.5	3473.2	2374.4	1861.6	27	27	27	27	27	27	27	27	27	27	85.596	11	220.3165218	14	1635.258061	15
FALSE	IsMasterProtein	P55039	Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens GN=DRG2 PE=1 SV=1	48.62637363	17	47	16	1	364	40.72	8.88		1819	ENSG00000108591	DRG2	17	regulation of biological process;response to stimulus;transport	cytoplasm;membrane;mitochondrion	nucleotide binding;protein binding;transporter activity	"Pf01926, Pf02421, Pf02824, Pf08477"	0.977	1.055	0.867	0.654	0.343	0.092	0.05	0.034	0.033	5046.4	4930.7	5321.8	4374.3	3297.9	1729.2	465.1	253.9	171.7	166	13	13	13	13	13	13	13	13	13	13	4.248	0	84.40821588	17	485.7238178	16
FALSE	IsMasterProtein	P55060	Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3	41.60659114	38	240	38	1	971	110.346	5.77		1434	ENSG00000124207	CSE1L	20	cell death;cell proliferation;transport	cytoplasm;cytosol;membrane;nucleus	protein binding;transporter activity	"Pf03378, Pf03810, Pf08506"	0.96	1.048	0.97	0.857	0.534	0.15	0.09	0.062	0.052	28232.4	27092.3	29573.6	27393.6	24181.5	15082.6	4244.3	2533.8	1746.3	1458.5	54	54	54	54	54	54	54	54	54	54	11.69	0	453.5673027	38	2940.085067	35
FALSE	IsMasterProtein	P55072	Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4	73.57320099	53	429	46	1	806	89.266	5.26		7415	ENSG00000165280	VCP	9	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;endoplasmic reticulum;membrane;nucleus;proteasome	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding;RNA binding	"Pf00004, Pf00910, Pf01057, Pf01078, Pf02359, Pf02933, Pf05496, Pf05673, Pf06068, Pf07724, Pf07726, Pf07728, Pf09336, Pf13191, Pf13207, Pf13401"	0.985	1.031	1	0.86	0.75	0.669	0.584	0.52	0.278	36079.4	35555.4	37206.5	36066.8	31036.6	27076.9	24153.2	21060.9	18765.8	10035.7	75	75	75	75	75	75	75	75	75	75	73.989	8	907.2843181	52	5822.217806	50
FALSE	IsMasterProtein	P55081	Microfibrillar-associated protein 1 OS=Homo sapiens GN=MFAP1 PE=1 SV=2	19.13439636	8	16	7	1	439	51.927	4.98		4236	ENSG00000140259	MFAP1	15	cell organization and biogenesis	extracellular	protein binding;RNA binding	Pf06991	0.984	1.039	0.938	0.863	0.692	0.564	0.431	0.395	0.308	1447.7	1425.1	1504.7	1358.3	1249.6	1001.8	816.3	624	571.8	446.5	6	6	6	6	6	6	6	6	6	6	1.31	1	28.04001081	8	113.1492363	6
FALSE	IsMasterProtein	P55084	"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3"	36.28691983	16	55	15	1	474	51.262	9.41		3032	ENSG00000138029	HADHB	2	metabolic process	endoplasmic reticulum;membrane;mitochondrion	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00108, Pf00109, Pf02803"	0.957	1.031	0.932	0.623	0.294	0.167	0.112	0.099	0.084	6959	6658.9	7177.8	6482.7	4336.1	2045.5	1161.6	779.3	686.3	585.6	11	11	11	11	11	11	11	11	11	11	2.808	0	102.3606558	16	723.7537534	15
FALSE	IsMasterProtein	P55145	Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens GN=MANF PE=1 SV=3	36.26373626	7	23	7	1	182	20.687	8.69		7873	ENSG00000145050	MANF	3	response to stimulus	extracellular;nucleus	protein binding;RNA binding	Pf10208	0.863	0.901	0.833	0.792	0.603	0.645	0.635	0.6	0.624	2101.4	1812.8	1893.8	1750.3	1665	1268.1	1355.3	1334.9	1260.9	1310.5	4	4	4	4	4	4	4	4	4	4	6.943	0	39.92489123	6	243.9222222	7
FALSE	IsMasterProtein	P55160	Nck-associated protein 1-like OS=Homo sapiens GN=NCKAP1L PE=1 SV=3	7.630878438	9	21	8	1	1127	128.071	6.86		3071	ENSG00000123338	NCKAP1L	12	cell organization and biogenesis;cellular component movement;defense response;regulation of biological process;response to stimulus	cytosol;membrane	enzyme regulator activity;protein binding	Pf09735	0.993	1.017	0.888	0.298	0.174	0.093	0.065	0.045	0.042	3868.9	3840.7	3934	3434.2	1154.3	675	357.9	251.2	175.1	161.2	7	7	7	7	7	7	7	7	7	7	0.41	0	35.29124141	9	126.7442651	8
FALSE	IsMasterProtein	P55196-2	Isoform 1 of Afadin OS=Homo sapiens GN=MLLT4	33.12655087	45	116	1	1	1612	181.886	6.52		4301		MLLT4	6	cell communication;cell organization and biogenesis;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane	protein binding	"Pf00498, Pf00595, Pf00788, Pf01843"	0.984	0.861	0.625	0.338	0.164	0.159	0.124	0.097	0.063	219.1	215.5	188.7	137	74	36	34.9	27.1	21.2	13.7	1	1	1	1	1	1	1	1	1	1	2.239	0	228.9654543	45	1285.897157	41
FALSE	IsMasterProtein	P55199	RNA polymerase II elongation factor ELL OS=Homo sapiens GN=ELL PE=1 SV=1	11.91626409	6	12	6	1	621	68.223	9.33		8178	ENSG00000105656	ELL	19	metabolic process;regulation of biological process	cytoplasm;cytoskeleton;membrane;nucleus	protein binding	"Pf07303, Pf10390"	0.888	0.769	0.636	0.494	0.39	0.271	0.188	0.152	0.128	1572.2	1396.2	1208.6	999.2	776.2	612.9	425.9	296.1	239	201.7	7	7	7	7	7	7	7	7	7	7	0.468	0	21.01316285	6	109.19	4
FALSE	IsMasterProtein	P55209	Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1	47.05882353	11	95	3	1	391	45.346	4.46		4673	ENSG00000187109	NAP1L1	12	cell organization and biogenesis;metabolic process;regulation of biological process	membrane;nucleus	protein binding;RNA binding	Pf00956	1.116	1.23	1.273	1.099	0.984	0.649	0.215	0.087	0.055	6492.7	7245.4	7986.2	8265.4	7137.3	6387	4211.7	1397.8	566.8	357.1	17	17	17	17	17	17	17	17	17	17	24.119	11	185.5099535	11	1097.882171	11
FALSE	IsMasterProtein	P55211	Caspase-9 OS=Homo sapiens GN=CASP9 PE=1 SV=3	16.82692308	5	9	5	1	416	46.251	6.05		842	ENSG00000132906	CASP9	1	cell death;cell differentiation;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;mitochondrion;nucleus	catalytic activity;enzyme regulator activity;protein binding	"Pf00619, Pf00656"	0.94	0.861	0.713	0.307	0.132	0.107	0.071	0.054	0.026	1762.8	1656.9	1517.8	1256.7	541.5	232.2	188.1	124.5	95.4	45.4	2	2	2	2	2	2	2	2	2	2	0.833	0	19.68226755	5	98.16	3
FALSE	IsMasterProtein	P55212	Caspase-6 OS=Homo sapiens GN=CASP6 PE=1 SV=2	48.46416382	15	39	14	1	293	33.288	6.93		839	ENSG00000138794	CASP6	4	cell death;cell differentiation;cell organization and biogenesis;metabolic process	cytoplasm;cytosol	catalytic activity;protein binding	Pf00656	0.884	0.844	0.783	0.623	0.459	0.381	0.328	0.298	0.322	3149.3	2782.8	2658.7	2466.7	1960.6	1444	1198.8	1032.2	939.6	1012.5	10	10	10	10	10	10	10	10	10	10	6.079	1	73.91718543	15	378.7967889	12
