Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (127_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (131, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance: F1: 126, Sample, Treatment_rep2"	"Abundance: F1: 127_N, Sample, Treatment_rep2"	"Abundance: F1: 127_C, Sample, Treatment_rep2"	"Abundance: F1: 128_N, Sample, Treatment_rep2"	"Abundance: F1: 128_C, Sample, Treatment_rep2"	"Abundance: F1: 129_N, Sample, Treatment_rep2"	"Abundance: F1: 129_C, Sample, Treatment_rep2"	"Abundance: F1: 130_N, Sample, Treatment_rep2"	"Abundance: F1: 130_C, Sample, Treatment_rep2"	"Abundance: F1: 131, Sample, Treatment_rep2"	"Abundances Count: F1: 126, Sample, Treatment_rep2"	"Abundances Count: F1: 127_N, Sample, Treatment_rep2"	"Abundances Count: F1: 127_C, Sample, Treatment_rep2"	"Abundances Count: F1: 128_N, Sample, Treatment_rep2"	"Abundances Count: F1: 128_C, Sample, Treatment_rep2"	"Abundances Count: F1: 129_N, Sample, Treatment_rep2"	"Abundances Count: F1: 129_C, Sample, Treatment_rep2"	"Abundances Count: F1: 130_N, Sample, Treatment_rep2"	"Abundances Count: F1: 130_C, Sample, Treatment_rep2"	"Abundances Count: F1: 131, Sample, Treatment_rep2"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P53680	AP-2 complex subunit sigma OS=Homo sapiens GN=AP2S1 PE=1 SV=2	29.57746479	4	7	4	1	142	17.007	6.18		1175	ENSG00000042753	AP2S1	19	cell communication;cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport	cytosol;membrane	protein binding;transporter activity	Pf01217	0.962	0.799	0.703	0.475	0.277	0.125	0.076	0.049	0.039	1722.1	1656.3	1375.9	1209.9	818.4	477.4	215.9	131.5	85	67.7	3	3	3	3	3	3	3	3	3	3	2.728	0	12.43750834	4	69.54333333	3
FALSE	IsMasterProtein	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	5.597014925	1	2	1	1	268	30.582	6.68		3052	ENSG00000004961	HCCS	X	metabolic process	membrane;mitochondrion	catalytic activity;metal ion binding	Pf01265																														0.145	0	4.231024742	1	20.43	1
FALSE	IsMasterProtein	P53778	Mitogen-activated protein kinase 12 OS=Homo sapiens GN=MAPK12 PE=1 SV=3	8.446866485	4	12	3	1	367	41.913	6.39		6300	ENSG00000188130	MAPK12	22	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00069, Pf01636, Pf07714, Pf14531"	1.001	0.961	0.861	0.669	0.391	0.209	0.101	0.05	0.032	1549.3	1550.3	1489.1	1334.5	1036.2	605.3	323.1	155.8	77.6	48.9	3	3	3	3	3	3	3	3	3	3	0.52	0	16.24181509	4	101.6	4
FALSE	IsMasterProtein	P53801	Pituitary tumor-transforming gene 1 protein-interacting protein OS=Homo sapiens GN=PTTG1IP PE=1 SV=1	13.88888889	2	4	2	1	180	20.31	8.79		754	ENSG00000183255	PTTG1IP	21	development;regulation of biological process;transport	cytoplasm;membrane;nucleus	protein binding;receptor activity		0.72	0.738	0.594	0.481	0.274	0.208	0.138	0.098	0.097	632.5	455.4	466.7	375.5	304	173.3	131.5	87.5	62	61.3	2	2	2	2	2	2	2	2	2	2	0.778	0	6.433368206	2	39.34	2
FALSE	IsMasterProtein	P53804	E3 ubiquitin-protein ligase TTC3 OS=Homo sapiens GN=TTC3 PE=1 SV=2	0.641975309	1	1	1	1	2025	229.724	7.52		7267	ENSG00000182670	TTC3	21	metabolic process;regulation of biological process	cytoplasm;mitochondrion;nucleus;vacuole	catalytic activity;metal ion binding;protein binding	"Pf00097, Pf12678, Pf13414, Pf13424, Pf13431, Pf13639, Pf13923, Pf14634"	0.835	0.691	0.331	0.329	0.132	0.076	0.013	0.01	0.01	290.7	242.7	200.8	96.2	95.7	38.4	22.2	3.7	1	1	1	1	1	1	1	1	1	1	1	1	0.019	0	0	1		
FALSE	IsMasterProtein	P53805	Calcipressin-1 OS=Homo sapiens GN=RCAN1 PE=1 SV=4	2.380952381	1	1	1	1	252	28.061	5.21		1827	ENSG00000159200	RCAN1	21	regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;enzyme regulator activity;protein binding	Pf04847	0.99	0.938	0.78	0.427	0.254	0.129	0.079	0.061	0.042	397.3	393.4	372.6	309.9	169.6	101.1	51.2	31.4	24.4	16.7	1	1	1	1	1	1	1	1	1	1	0.194	0	2.062809706	1		
FALSE	IsMasterProtein	P53814-6	Isoform B3 of Smoothelin OS=Homo sapiens GN=SMTN	17.12765957	13	27	13	1	940	101.748	8.78		6525	ENSG00000183963	SMTN	22		cytoplasm;cytoskeleton	protein binding;structural molecule activity	"Pf00307, Pf11971, Pf12510"	0.992	1.008	0.963	0.754	0.568	0.458	0.341	0.294	0.239	2995.2	2971	3017.8	2884.2	2257.3	1702.1	1372.7	1020.2	879.1	715.4	13	13	13	13	13	13	13	13	13	13	0.727	0	44.56453443	13	184.82	10
FALSE	IsMasterProtein	P53985	Monocarboxylate transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3	5	2	5	2	1	500	53.909	8.66		6566	ENSG00000155380; ENSG00000281917	SLC16A1	1; CHR_HG2104_PATCH	cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	membrane;mitochondrion	protein binding;transporter activity	"Pf00083, Pf07690, Pf12832"	0.941	1	0.959	0.881	0.746	0.757	0.672	0.63	0.579	871.7	820.5	871.6	836.3	767.9	650	659.6	586.1	549.4	504.4	2	2	2	2	2	2	2	2	2	2	0.311	0	8.75560379	2	49.81	1
FALSE	IsMasterProtein	P53990-2	Isoform 2 of IST1 homolog OS=Homo sapiens GN=IST1	34.62686567	11	27	11	1	335	36.599	5.44		9798	ENSG00000182149	IST1	16	cell division;regulation of biological process	cytosol	protein binding	Pf03398	0.968	0.977	0.816	0.616	0.285	0.126	0.074	0.065	0.058	4489.7	4346.1	4388.3	3662.5	2767.4	1280.4	566.7	333.8	289.8	258.3	12	12	12	12	12	12	12	12	12	12	4.817	0	56.39013767	11	353.8227411	10
FALSE	IsMasterProtein	P53992	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	25.86837294	25	59	24	1	1094	118.249	7.06		9632	ENSG00000176986	SEC24C	10	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;endoplasmic reticulum;Golgi;membrane;nucleus	DNA binding;metal ion binding;protein binding	"Pf00626, Pf03154, Pf04503, Pf04652, Pf04810, Pf04811, Pf04815, Pf07223, Pf08033, Pf09606, Pf09770, Pf15449"	0.968	1.085	0.896	0.569	0.184	0.082	0.043	0.028	0.02	9288.9	8991.5	10081.6	8326.6	5281	1708.9	762.8	403.9	259	190	20	20	20	20	20	20	20	20	20	20	2.652	1	123.2962449	25	506.4069012	23
FALSE	IsMasterProtein	P53999	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	35.43307087	5	32	5	1	127	14.386	9.6		10923	ENSG00000113387	SUB1	5	metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;protein binding;RNA binding	Pf02229	0.977	1.035	0.91	0.718	0.451	0.277	0.139	0.107	0.094	6560.6	6412.7	6790.4	5970.2	4712.6	2956.5	1819.2	913.9	703.6	614.6	6	6	6	6	6	6	6	6	6	6	5.31	0	56.64960098	5	343.9878165	3
FALSE	IsMasterProtein	P54098	DNA polymerase subunit gamma-1 OS=Homo sapiens GN=POLG PE=1 SV=1	7.506053269	7	13	7	1	1239	139.473	6.9		5428	ENSG00000140521	POLG	15	cell death;cellular homeostasis;metabolic process;response to stimulus	membrane;mitochondrion	catalytic activity;DNA binding;protein binding	Pf00476	0.937	0.859	0.815	0.415	0.333	0.167	0.123	0.084	0.078	1954	1830	1678	1591.9	811.7	651.6	327	240.5	163.3	151.5	6	6	6	6	6	6	6	6	6	6	0.263	0	26.60285044	7	149.65	6
FALSE	IsMasterProtein	P54105	Methylosome subunit pICln OS=Homo sapiens GN=CLNS1A PE=1 SV=1	46.41350211	7	113	7	1	237	26.199	4.11		1207	ENSG00000074201	CLNS1A	11	cell organization and biogenesis;cellular homeostasis;metabolic process;transport	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	protein binding;RNA binding	Pf03517	1.016	1.058	1.066	0.888	0.719	0.605	0.392	0.267	0.19	8530.5	8670.7	9026.9	9094.3	7574	6135.6	5156.8	3344.7	2280.9	1616.8	13	13	13	13	13	13	13	13	13	13	22.101	0	208.1335824	7	1040.082979	7
FALSE	IsMasterProtein	P54132	Bloom syndrome protein OS=Homo sapiens GN=BLM PE=1 SV=1	9.386026817	11	20	10	1	1417	158.901	7.49		641	ENSG00000197299	BLM	15	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00270, Pf00271, Pf00570, Pf08072, Pf09382"	0.918	0.93	0.93	0.797	0.665	0.657	0.511	0.474	0.419	2729.8	2504.7	2537.7	2539.3	2176.6	1814.8	1793.5	1393.7	1294.7	1143.4	10	10	10	10	10	10	10	10	10	10	0.334	0	38.5525806	10	255.825	10
FALSE	IsMasterProtein	P54136	"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2"	60	35	151	5	1	660	75.331	6.68		5917	ENSG00000113643	RARS	5	metabolic process	cytoplasm;cytosol;membrane;mitochondrion;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00750, Pf03485, Pf05746"	0.946	0.856	0.441	0.182	0.106	0.059	0.037	0.027	0.023	30654.9	29003.1	26253.8	13530.7	5591.2	3262.5	1796.7	1145.8	833.3	718	39	39	39	39	39	39	39	39	39	39	11.389	34	278.695297	35	1473.623505	33
FALSE	IsMasterProtein	P54136-2	"Isoform Monomeric of Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS"	59.86394558	31	135	1	1	588	67.098	6.55						metabolic process	cytoplasm	catalytic activity;nucleotide binding	"Pf00750, Pf03485, Pf05746"	1.011	1.005	0.743	0.221	0.146	0.106	0.062	0.049	0.023	458.7	463.9	461.2	341	101.6	66.9	48.7	28.5	22.3	10.4	1	1	1	1	1	1	1	1	1	1	10.994	0	247.2271614	31	1312.431043	30
FALSE	IsMasterProtein	P54198	Protein HIRA OS=Homo sapiens GN=HIRA PE=1 SV=2	3.83480826	3	5	3	1	1017	111.764	8.07		7290	ENSG00000100084	HIRA	22	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	protein binding	"Pf00400, Pf07569, Pf09453"	0.883	0.786	0.689	0.474	0.316	0.208	0.143	0.103	0.092	706.5	623.5	555.5	486.8	334.6	223.6	147.3	101	73.1	65.1	3	3	3	3	3	3	3	3	3	3	0.139	0	10.8140862	3	124.05	2
FALSE	IsMasterProtein	P54259	Atrophin-1 OS=Homo sapiens GN=ATN1 PE=1 SV=3	7.31092437	7	16	7	1	1190	125.338	8.98		1822	ENSG00000111676	ATN1	12	cell death;cellular component movement;metabolic process;regulation of biological process	cytoplasm;nucleus	protein binding	Pf03154	0.984	1.032	0.982	0.89	0.717	0.689	0.538	0.489	0.453	1482.3	1458.6	1529.5	1455.5	1319.8	1062.7	1021.9	797.7	725.5	671.9	6	6	6	6	6	6	6	6	6	6	0.528	0	29.49385881	7	202.52	7
FALSE	IsMasterProtein	P54277	PMS1 protein homolog 1 OS=Homo sapiens GN=PMS1 PE=1 SV=1	6.008583691	6	13	6	1	932	105.764	6.67		5378	ENSG00000064933	PMS1	2	metabolic process;response to stimulus	nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00505, Pf01119, Pf02518, Pf13589"	0.761	0.644	0.485	0.328	0.221	0.173	0.127	0.102	0.101	3208	2440.4	2064.9	1556.3	1053	709.6	553.9	406.2	328.4	322.5	6	6	6	6	6	6	6	6	6	6	0.25	0	23.44189191	6	120.2107643	5
FALSE	IsMasterProtein	P54278	Mismatch repair endonuclease PMS2 OS=Homo sapiens GN=PMS2 PE=1 SV=2	13.80510441	9	17	7	1	862	95.736	6.86		5395	ENSG00000122512	PMS2	7	metabolic process;response to stimulus	cytoplasm;cytoskeleton;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf01119, Pf02518, Pf08676, Pf13589"	0.873	0.763	0.622	0.399	0.287	0.192	0.166	0.149	0.134	2861.1	2497.9	2181.6	1778.2	1142.5	821	549.3	473.9	425.7	383.1	7	7	7	7	7	7	7	7	7	7	0.501	2	32.75063872	9	149.7714286	7
FALSE	IsMasterProtein	P54577	"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4"	63.63636364	36	195	35	1	528	59.106	7.05		8565	ENSG00000134684	YARS	1	cell death;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding;signal transducer activity	"Pf00579, Pf01588"	0.932	0.764	0.419	0.218	0.13	0.08	0.054	0.042	0.031	44523	41503	33994.1	18660.9	9690.2	5783.4	3574.6	2411.9	1858.2	1387	43	43	43	43	43	43	43	43	43	43	13.424	1	340.1464909	35	1580.215569	30
FALSE	IsMasterProtein	P54578	Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3	47.9757085	21	123	21	1	494	56.033	5.3		9097	ENSG00000101557	USP14	18	cell communication;metabolic process;regulation of biological process	cell surface;cytoplasm;membrane;nucleus;proteasome	catalytic activity;enzyme regulator activity;protein binding	"Pf00443, Pf13423"	1.05	1.073	1.028	0.734	0.268	0.127	0.068	0.047	0.035	20822.9	21864.4	22335.7	21408.3	15278.8	5581.6	2635	1422.8	973.5	725.7	28	28	28	28	28	28	28	28	28	28	8.284	0	200.2693971	20	1170.96	20
FALSE	IsMasterProtein	P54652	Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1	19.87480438	14	316	1	1	639	69.978	5.74		3306	ENSG00000126803	HSPA2	14	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cell surface;cytosol;membrane;mitochondrion;nucleus	nucleotide binding;protein binding	"Pf00012, Pf06723"	1.016	1.277	1.018	0.925	0.408	0.144	0.055	0.034	0.021	928.9	944.2	1186.5	945.3	859	378.8	133.7	51.5	31.6	19.7	2	2	2	2	2	2	2	2	2	2	4.097	0	544.0957361	14	2430.079502	12
FALSE	IsMasterProtein	P54687	"Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens GN=BCAT1 PE=1 SV=3"	32.12435233	10	70	10	1	386	42.939	5.3		586	ENSG00000060982	BCAT1	12	cell proliferation;metabolic process	cytoplasm;cytosol;mitochondrion	catalytic activity;protein binding	Pf01063	0.975	1.065	0.995	0.901	0.764	0.711	0.597	0.517	0.398	8095.8	7894.6	8619.8	8053.8	7297	6186.4	5759.9	4829.6	4188.1	3218.7	20	20	20	20	20	20	20	20	20	20	17.478	0	130.5261679	10	729.687362	10
FALSE	IsMasterProtein	P54709	Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens GN=ATP1B3 PE=1 SV=1	7.885304659	2	4	2	1	279	31.492	8.35		483	ENSG00000069849	ATP1B3	3	cell organization and biogenesis;cellular component movement;cellular homeostasis;coagulation;metabolic process;regulation of biological process;transport	cytoplasm;membrane	catalytic activity;enzyme regulator activity;protein binding;transporter activity	Pf00287	0.935	0.857	0.752	0.572	0.433	0.216	0.15	0.12	0.075	214	200.1	183.5	161	122.5	92.7	46.3	32	25.7	16.1	1	1	1	1	1	1	1	1	1	1	0.359	0	5.569904089	2	23.44	2
FALSE	IsMasterProtein	P54725	UV excision repair protein RAD23 homolog A OS=Homo sapiens GN=RAD23A PE=1 SV=1	49.58677686	12	102	6	1	363	39.585	4.58		5886	ENSG00000179262	RAD23A	19	metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus;proteasome	DNA binding;protein binding	"Pf00240, Pf00627, Pf09280, Pf11976"	0.965	1.012	0.911	0.808	0.622	0.574	0.451	0.429	0.376	9303.5	8974.6	9413.6	8471.8	7514.1	5782.8	5336	4196.1	3990.6	3496.6	19	19	19	19	19	19	19	19	19	19	16.191	10	144.9757266	11	768.3961176	12
FALSE	IsMasterProtein	P54727	UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1	26.89486553	10	112	6	1	409	43.145	4.84		5887	ENSG00000119318	RAD23B	9	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus;proteasome	DNA binding;protein binding	"Pf00240, Pf00627, Pf09280, Pf11976, Pf13881"	0.995	1.05	0.992	0.9	0.753	0.715	0.582	0.569	0.489	7605.3	7570.6	7989.1	7540.9	6847	5726	5438.6	4424.4	4326.8	3721.7	12	12	12	12	12	12	12	12	12	12	7.733	2	175.3330746	10	930.6125368	10
FALSE	IsMasterProtein	P54802	Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2	12.65141319	8	19	8	1	743	82.214	6.65		4669	ENSG00000108784	NAGLU	17	cell organization and biogenesis;metabolic process;response to stimulus	organelle lumen;vacuole	catalytic activity	"Pf05089, Pf12971, Pf12972"	0.96	0.979	0.898	0.743	0.554	0.444	0.209	0.109	0.066	2047.1	1964.9	2004.6	1839.3	1522	1134.5	909.8	427.8	223.8	134.2	7	7	7	7	7	7	7	7	7	7	0.679	0	32.30330157	8	156.8259773	8
FALSE	IsMasterProtein	P54803	Galactocerebrosidase OS=Homo sapiens GN=GALC PE=1 SV=2	5.255474453	3	5	3	1	685	76.985	6.64		2581		GALC	14	metabolic process	mitochondrion;organelle lumen;vacuole	catalytic activity	Pf02057	1.033	1.167	0.818	0.491	0.37	0.227	0.139	0.099	0.092	1145.8	1183.8	1337.6	936.7	562.4	424.1	259.6	158.7	113.6	105.5	2	2	2	2	2	2	2	2	2	2	0.212	0	7.24123621	3	69.77	2
FALSE	IsMasterProtein	P54819	"Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2"	67.36401674	16	215	16	1	239	26.461	7.81		204	ENSG00000004455	AK2	1	metabolic process;response to stimulus	cytosol;membrane;mitochondrion	catalytic activity;nucleotide binding	"Pf00406, Pf05191, Pf13207, Pf13671"	0.997	1.03	0.99	0.91	0.796	0.692	0.327	0.099	0.074	27425.3	27335.1	28256.7	27141.4	24945.7	21829	18989.8	8971	2713	2033.6	24	24	24	24	24	24	24	24	24	24	43.367	0	395.5434265	14	2705.424455	15
FALSE	IsMasterProtein	P54868	"Hydroxymethylglutaryl-CoA synthase, mitochondrial OS=Homo sapiens GN=HMGCS2 PE=1 SV=1"	4.133858268	2	3	1	1	508	56.599	8.16		3158	ENSG00000134240	HMGCS2	1	metabolic process;response to stimulus	membrane;mitochondrion;organelle lumen	catalytic activity	"Pf01154, Pf08540, Pf08545"	0.99	0.928	0.849	0.715	0.613	0.566	0.486	0.224	0.129	230.6	228.2	213.9	195.8	164.9	141.3	130.5	112.1	51.6	29.8	1	1	1	1	1	1	1	1	1	1	0.155	0	4.995085716	2	67.9	1
FALSE	IsMasterProtein	P54886	Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2	33.96226415	26	78	26	1	795	87.248	7.12		5832	ENSG00000059573	ALDH18A1	10	metabolic process	cytoplasm;membrane;mitochondrion	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00171, Pf00696"	0.857	0.642	0.349	0.173	0.1	0.062	0.036	0.027	0.02	16620.8	14236.9	10674.8	5806.7	2867.4	1658.3	1029.7	592.3	456.6	329.4	26	26	26	26	26	26	26	26	26	26	3.365	0	150.5736092	26	795.8045138	24
FALSE	IsMasterProtein	P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3	23.72881356	6	14	6	1	295	33.211	5.36		8775	ENSG00000105402	NAPA	19	cell communication;cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytosol;membrane	protein binding	Pf14938	0.965	0.989	0.917	0.707	0.496	0.242	0.121	0.079	0.064	3344.2	3227.8	3308.3	3065	2364.9	1658.1	810.6	403.5	265.4	213.7	7	7	7	7	7	7	7	7	7	7	1.154	0	30.43515134	6	179.8768572	5
FALSE	IsMasterProtein	P54922	[Protein ADP-ribosylarginine] hydrolase OS=Homo sapiens GN=ADPRH PE=1 SV=1	15.40616246	4	8	4	1	357	39.481	6.52		141	ENSG00000144843	ADPRH	3	metabolic process		catalytic activity;metal ion binding;protein binding	Pf03747	1.059	1.163	0.975	0.958	0.75	0.704	0.377	0.305	0.196	344.5	364.7	400.7	335.9	330.2	258.5	242.4	130	105	67.5	2	2	2	2	2	2	2	2	2	2	0.551	0	12.1215992	4	41.21	4
FALSE	IsMasterProtein	P55010	Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2	39.67517401	17	76	16	1	431	49.192	5.58		1983	ENSG00000100664	EIF5	14	metabolic process;regulation of biological process	cytoplasm;cytosol;membrane;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf01873, Pf02020"	1.048	1.124	0.998	0.739	0.276	0.122	0.066	0.047	0.038	13120	13748	14751.9	13094.8	9689.4	3617.5	1599.9	863.2	618.4	498.9	21	21	21	21	21	21	21	21	21	21	7.432	1	149.7135228	17	912.9168843	16
FALSE	IsMasterProtein	P55011	Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1	4.620462046	4	12	3	1	1212	131.364	6.4		6558	ENSG00000064651	SLC12A2	5	cellular homeostasis;regulation of biological process;response to stimulus;transport	membrane	protein binding;transporter activity	"Pf00324, Pf08403, Pf13520"	1.003	1.02	1.061	0.959	0.8	0.693	0.525	0.487	0.396	779	781.2	794.7	826.2	746.7	623.2	539.9	408.8	379.7	308.8	2	2	2	2	2	2	2	2	2	2	0.166	0	33.95515609	4	326.58	3
FALSE	IsMasterProtein	P55036	26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1	50.13262599	14	123	9	1	377	40.711	4.79		5710	ENSG00000159352	PSMD4	1	cell death;cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus;proteasome	metal ion binding;protein binding;RNA binding	"Pf02809, Pf04056, Pf13519"	0.99	1.057	0.968	0.729	0.485	0.399	0.255	0.163	0.116	14567.4	14427.1	15398.2	14094.9	10617.9	7059.3	5806.5	3710	2369.5	1690.4	23	23	23	23	23	23	23	23	23	23	73.989	8	218.1927983	13	1679.294936	14
FALSE	IsMasterProtein	P55039	Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens GN=DRG2 PE=1 SV=1	43.40659341	15	42	14	1	364	40.72	8.88		1819	ENSG00000108591	DRG2	17	regulation of biological process;response to stimulus;transport	cytoplasm;membrane;mitochondrion	nucleotide binding;protein binding;transporter activity	"Pf01926, Pf02421, Pf02824, Pf08477"	0.916	0.938	0.813	0.637	0.303	0.098	0.043	0.027	0.026	3652.1	3343.6	3426.5	2970.9	2328.2	1106.5	358.9	157.3	98.1	95.5	12	12	12	12	12	12	12	12	12	12	3.365	0	72.20689476	15	410.5201167	15
FALSE	IsMasterProtein	P55060	Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3	42.9454171	40	266	40	1	971	110.346	5.77		1434	ENSG00000124207	CSE1L	20	cell death;cell proliferation;transport	cytoplasm;cytosol;membrane;nucleus	protein binding;transporter activity	"Pf03378, Pf03810, Pf08506"	0.985	1.076	0.982	0.863	0.559	0.172	0.101	0.068	0.054	33933.8	33426.7	36502.7	33335.7	29288	18980	5830.7	3421.6	2313.2	1846.5	55	55	55	55	55	55	55	55	55	55	12.204	0	488.7238488	40	2770.753214	38
FALSE	IsMasterProtein	P55072	Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4	70.84367246	50	473	43	1	806	89.266	5.26		7415	ENSG00000165280	VCP	9	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;endoplasmic reticulum;membrane;nucleus;proteasome	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding;RNA binding	"Pf00004, Pf00910, Pf01057, Pf01078, Pf02359, Pf02933, Pf05496, Pf05673, Pf06068, Pf07724, Pf07726, Pf07728, Pf09336, Pf13191, Pf13207, Pf13401"	0.99	1.05	1.001	0.892	0.759	0.711	0.599	0.548	0.299	41525.5	41108.9	43595.2	41557.1	37026	31510.3	29504.8	24865.7	22748.5	12411.7	71	71	71	71	71	71	71	71	71	71	67.129	8	921.8003528	50	5197.848541	47
FALSE	IsMasterProtein	P55081	Microfibrillar-associated protein 1 OS=Homo sapiens GN=MFAP1 PE=1 SV=2	21.86788155	8	20	7	1	439	51.927	4.98		4236	ENSG00000140259	MFAP1	15	cell organization and biogenesis	extracellular	protein binding;RNA binding	Pf06991	0.989	1.041	0.985	0.885	0.735	0.64	0.464	0.433	0.368	2429.2	2402.7	2527.6	2393.7	2150.6	1785	1554.3	1127.7	1052.9	893.2	7	7	7	7	7	7	7	7	7	7	1.31	1	29.05422711	8	88.82	7
FALSE	IsMasterProtein	P55084	"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3"	36.28691983	16	50	16	1	474	51.262	9.41		3032	ENSG00000138029	HADHB	2	metabolic process	endoplasmic reticulum;membrane;mitochondrion	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00108, Pf00109, Pf02803"	0.956	0.979	0.843	0.568	0.265	0.13	0.077	0.06	0.045	4976.6	4759.3	4870.2	4195	2824.8	1317.3	645.7	384.5	299	223.1	12	12	12	12	12	12	12	12	12	12	3.101	0	89.84177518	16	620.6621164	15
FALSE	IsMasterProtein	P55145	Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens GN=MANF PE=1 SV=3	36.26373626	7	20	7	1	182	20.687	8.69		7873	ENSG00000145050	MANF	3	response to stimulus	extracellular;nucleus	protein binding;RNA binding	Pf10208	0.957	1.021	0.924	0.799	0.599	0.603	0.497	0.463	0.372	3265.6	3125.6	3333.8	3017.7	2610.7	1954.8	1968.5	1624.5	1513.3	1213.7	8	8	8	8	8	8	8	8	8	8	5.31	0	40.34127116	7	173.625	7
