"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S2] F2: 126, Control, drugS"	"Found in Sample: [S12] F2: 127N, Sample, drugS"	"Found in Sample: [S13] F2: 127C, Sample, drugS"	"Found in Sample: [S14] F2: 128N, Sample, drugS"	"Found in Sample: [S15] F2: 128C, Sample, drugS"	"Found in Sample: [S16] F2: 129N, Sample, drugS"	"Found in Sample: [S17] F2: 129C, Sample, drugS"	"Found in Sample: [S18] F2: 130N, Sample, drugS"	"Found in Sample: [S19] F2: 130C, Sample, drugS"	"Found in Sample: [S20] F2: 131, Sample, drugS"	"Modifications"	"Area: 126, drugS"	"Area: 127N, drugS"	"Area: 127C, drugS"	"Area: 128N, drugS"	"Area: 128C, drugS"	"Area: 129N, drugS"	"Area: 129C, drugS"	"Area: 130N, drugS"	"Area: 130C, drugS"	"Area: 131, drugS"	"Abundance Ratio: (127N, drugS) / (126, drugS)"	"Abundance Ratio: (127C, drugS) / (126, drugS)"	"Abundance Ratio: (128N, drugS) / (126, drugS)"	"Abundance Ratio: (128C, drugS) / (126, drugS)"	"Abundance Ratio: (129N, drugS) / (126, drugS)"	"Abundance Ratio: (129C, drugS) / (126, drugS)"	"Abundance Ratio: (130N, drugS) / (126, drugS)"	"Abundance Ratio: (130C, drugS) / (126, drugS)"	"Abundance Ratio: (131, drugS) / (126, drugS)"	"Abundance: F2: 126, Control, drugS"	"Abundance: F2: 127N, Sample, drugS"	"Abundance: F2: 127C, Sample, drugS"	"Abundance: F2: 128N, Sample, drugS"	"Abundance: F2: 128C, Sample, drugS"	"Abundance: F2: 129N, Sample, drugS"	"Abundance: F2: 129C, Sample, drugS"	"Abundance: F2: 130N, Sample, drugS"	"Abundance: F2: 130C, Sample, drugS"	"Abundance: F2: 131, Sample, drugS"	"Abundances Count: F2: 126, Control, drugS"	"Abundances Count: F2: 127N, Sample, drugS"	"Abundances Count: F2: 127C, Sample, drugS"	"Abundances Count: F2: 128N, Sample, drugS"	"Abundances Count: F2: 128C, Sample, drugS"	"Abundances Count: F2: 129N, Sample, drugS"	"Abundances Count: F2: 129C, Sample, drugS"	"Abundances Count: F2: 130N, Sample, drugS"	"Abundances Count: F2: 130C, Sample, drugS"	"Abundances Count: F2: 131, Sample, drugS"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q9NUL5"	"UPF0515 protein C19orf66 OS=Homo sapiens GN=C19orf66 PE=1 SV=2"	"0.00794125181453335"	"3.15267416921458"	"4.46735395189003"	"1"	"1"	"1"	"1"	"291"	"33.089"	"7.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e6"	"1.8e6"	"2.3e6"	"2.5e6"	"2.5e6"	"2.3e6"	"2.0e6"	"1.9e6"	"2.1e6"	"1.9e6"	"0.898"	"1.120"	"1.219"	"1.236"	"1.154"	"0.983"	"0.939"	"1.040"	"0.918"	"107.5"	"96.5"	"120.4"	"131.0"	"132.9"	"124.1"	"105.7"	"100.9"	"111.8"	"98.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.155"	"0"	"0"	"1"
"False"	"High"	"IsMasterProtein"	"Q7Z699"	"Sprouty-related, EVH1 domain-containing protein 1 OS=Homo sapiens GN=SPRED1 PE=1 SV=2"	"0.00794125181453335"	"3.14959885200284"	"2.92792792792793"	"1"	"1"	"1"	"1"	"444"	"50.444"	"6.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e6"	"2.5e6"	"2.8e6"	"3.1e6"	"2.9e6"	"2.8e6"	"2.3e6"	"2.2e6"	"2.5e6"	"2.2e6"	"1.049"	"1.185"	"1.280"	"1.194"	"1.174"	"0.947"	"0.933"	"1.063"	"0.934"	"174.1"	"182.6"	"206.3"	"222.8"	"207.9"	"204.4"	"164.9"	"162.4"	"185.1"	"162.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.089"	"0"	"2.46688270568848"	"1"
"False"	"High"	"IsMasterProtein"	"Q9H845"	"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens GN=ACAD9 PE=1 SV=1"	"0.00794125181453335"	"3.14339193156306"	"2.09339774557166"	"1"	"1"	"1"	"1"	"621"	"68.717"	"7.96"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	""	""	""	""	""	""	""	""	""	""	"0.936"	"0.967"	"1.130"	"0.845"	"1.009"	"0.861"	"0.839"	"1.012"	"0.904"	"214.9"	"201.1"	"207.8"	"242.8"	"181.5"	"216.9"	"185.0"	"180.4"	"217.4"	"194.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.058"	"0"	"2.09547472000122"	"1"
"False"	"High"	"IsMasterProtein"	"Q86SE9"	"Polycomb group RING finger protein 5 OS=Homo sapiens GN=PCGF5 PE=1 SV=1"	"0.00794125181453335"	"3.13477754370982"	"5.078125"	"1"	"1"	"1"	"1"	"256"	"29.694"	"6.52"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e6"	"2.3e6"	"3.0e6"	"3.0e6"	"2.8e6"	"3.1e6"	"2.5e6"	"2.6e6"	"2.8e6"	"2.4e6"	"0.818"	"1.046"	"1.047"	"0.979"	"1.066"	"0.858"	"0.900"	"0.985"	"0.852"	"176.2"	"144.1"	"184.3"	"184.4"	"172.5"	"187.8"	"151.2"	"158.6"	"173.6"	"150.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.155"	"0"	"2.88929533958435"	"1"
"False"	"High"	"IsMasterProtein"	"P05141"	"ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7"	"0.00794125181453335"	"3.12731939284807"	"3.02013422818792"	"1"	"1"	"1"	"1"	"298"	"32.831"	"9.69"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.9e6"	"1.8e6"	"1.8e6"	"2.0e6"	"1.6e6"	"2.1e6"	"1.5e6"	"1.6e6"	"1.7e6"	"1.6e6"	"0.947"	"0.957"	"1.027"	"0.846"	"1.072"	"0.795"	"0.824"	"0.903"	"0.817"	"92.8"	"87.9"	"88.8"	"95.3"	"78.5"	"99.5"	"73.8"	"76.5"	"83.8"	"75.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.116"	"0"	"2.87977290153503"	"1"
"False"	"High"	"IsMasterProtein"	"Q76N89"	"E3 ubiquitin-protein ligase HECW1 OS=Homo sapiens GN=HECW1 PE=1 SV=3"	"0.00860746548491563"	"3.11724784438692"	"0.87173100871731"	"1"	"1"	"1"	"1"	"1606"	"179.442"	"5.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e6"	"1.7e6"	"1.6e6"	"1.9e6"	"1.6e6"	"1.9e6"	"1.5e6"	"1.6e6"	"2.1e6"	"1.6e6"	"1.198"	"1.120"	"1.355"	"1.147"	"1.364"	"1.101"	"1.129"	"1.512"	"1.157"	"21.7"	"26.0"	"24.3"	"29.4"	"24.9"	"29.6"	"23.9"	"24.5"	"32.8"	"25.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.027"	"0"	"2.47538495063782"	"1"
"False"	"High"	"IsMasterProtein"	"Q12772"	"Sterol regulatory element-binding protein 2 OS=Homo sapiens GN=SREBF2 PE=1 SV=2"	"0.00860746548491563"	"3.11446916681191"	"1.13935144609991"	"1"	"1"	"1"	"1"	"1141"	"123.61"	"8.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.7e5"	"7.1e5"	"8.5e5"	"8.7e5"	"9.4e5"	"8.2e5"	"8.2e5"	"6.3e5"	"8.5e5"	"7.0e5"	"0.809"	"0.974"	"0.990"	"1.071"	"0.933"	"0.936"	"0.722"	"0.972"	"0.803"	"109.7"	"88.7"	"106.8"	"108.6"	"117.5"	"102.4"	"102.7"	"79.2"	"106.6"	"88.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.04"	"0"	"2.81388330459595"	"1"
"False"	"High"	"IsMasterProtein"	"Q9BZF1"	"Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3"	"0.00860746548491563"	"3.10776644530645"	"1.91226096737908"	"2"	"2"	"2"	"1"	"889"	"101.132"	"6.96"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.1e6"	"4.9e6"	"6.0e6"	"6.2e6"	"5.6e6"	"5.5e6"	"4.9e6"	"4.0e6"	"5.5e6"	"4.5e6"	"0.987"	"1.148"	"1.281"	"1.215"	"1.130"	"0.961"	"0.860"	"1.054"	"0.891"	"159.7"	"157.7"	"183.4"	"204.6"	"194.1"	"180.4"	"153.5"	"137.4"	"168.3"	"142.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.086"	"0"	"4.33741879463196"	"2"
"False"	"High"	"IsMasterProtein"	"Q9UK61"	"Protein TASOR OS=Homo sapiens GN=FAM208A PE=1 SV=3"	"0.00860746548491563"	"3.10746019534136"	"0.718562874251497"	"1"	"1"	"1"	"1"	"1670"	"188.914"	"5.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.7e6"	"4.8e6"	"5.5e6"	"5.5e6"	"5.4e6"	"8.4e6"	"6.1e6"	"5.1e6"	"6.3e6"	"5.0e6"	"1.010"	"1.167"	"1.151"	"1.130"	"1.763"	"1.284"	"1.077"	"1.324"	"1.050"	"29.9"	"30.2"	"34.9"	"34.4"	"33.8"	"52.7"	"38.4"	"32.2"	"39.6"	"31.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.023"	"0"	"2.09180879592896"	"1"
"False"	"High"	"IsMasterProtein"	"A6NGB9"	"WAS/WASL-interacting protein family member 3 OS=Homo sapiens GN=WIPF3 PE=2 SV=4"	"0.00860746548491563"	"3.10701544928928"	"1.86335403726708"	"1"	"1"	"1"	"1"	"483"	"49.427"	"10.15"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.5e6"	"3.0e6"	"2.8e6"	"3.1e6"	"2.8e6"	"3.2e6"	"2.6e6"	"2.8e6"	"2.5e6"	"2.5e6"	"1.199"	"1.119"	"1.253"	"1.115"	"1.294"	"1.038"	"1.107"	"0.992"	"1.016"	"159.4"	"191.2"	"178.3"	"199.7"	"177.7"	"206.2"	"165.5"	"176.5"	"158.1"	"161.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.093"	"0"	"3.74548721313477"	"1"
"False"	"High"	"IsMasterProtein"	"Q8TAV0"	"Protein FAM76A OS=Homo sapiens GN=FAM76A PE=2 SV=1"	"0.00860746548491563"	"3.10629370693529"	"2.60586319218241"	"1"	"1"	"1"	"1"	"307"	"35.027"	"9.19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.8e5"	"9.5e5"	"1.1e6"	"1.3e6"	"1.0e6"	"1.3e6"	"1.1e6"	"1.1e6"	"1.1e6"	"1.1e6"	"0.969"	"1.125"	"1.349"	"1.044"	"1.298"	"1.074"	"1.144"	"1.122"	"1.144"	"121.8"	"118.0"	"137.0"	"164.3"	"127.1"	"158.1"	"130.8"	"139.3"	"136.7"	"139.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.11"	"0"	"3.26194834709167"	"1"
"False"	"High"	"IsMasterProtein"	"P02765"	"Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1"	"0.00860746548491563"	"3.10030641324386"	"5.44959128065395"	"2"	"3"	"2"	"1"	"367"	"39.3"	"5.72"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.8e7"	"7.3e7"	"8.5e7"	"8.7e7"	"6.2e7"	"7.6e7"	"7.7e7"	"6.5e7"	"8.0e7"	"6.3e7"	"0.898"	"1.155"	"1.144"	"0.877"	"1.078"	"1.128"	"0.843"	"1.177"	"0.817"	"335.4"	"301.1"	"387.5"	"383.8"	"294.3"	"361.7"	"378.2"	"282.6"	"394.7"	"273.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.292"	"0"	"7.35384702682495"	"2"
"False"	"High"	"IsMasterProtein"	"Q01167"	"Forkhead box protein K2 OS=Homo sapiens GN=FOXK2 PE=1 SV=3"	"0.00866536403024382"	"3.09113982698272"	"1.81818181818182"	"1"	"1"	"1"	"1"	"660"	"69.02"	"9.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e6"	"1.7e6"	"1.7e6"	"2.0e6"	"1.5e6"	"2.0e6"	"1.6e6"	"1.6e6"	"1.9e6"	"1.5e6"	"0.958"	"0.983"	"1.156"	"0.848"	"1.115"	"0.885"	"0.889"	"1.079"	"0.874"	"121.3"	"116.2"	"119.2"	"140.2"	"102.9"	"135.3"	"107.3"	"107.8"	"130.9"	"106.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.07"	"0"	"2.85199809074402"	"1"
"False"	"High"	"IsMasterProtein"	"Q9H8M2"	"Bromodomain-containing protein 9 OS=Homo sapiens GN=BRD9 PE=1 SV=2"	"0.00866536403024382"	"3.08602728844903"	"2.68006700167504"	"1"	"1"	"1"	"1"	"597"	"66.958"	"6.19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.1e6"	"4.6e6"	"5.7e6"	"5.4e6"	"5.0e6"	"5.2e6"	"4.9e6"	"4.3e6"	"5.4e6"	"4.8e6"	"0.895"	"1.124"	"1.066"	"0.974"	"1.029"	"0.964"	"0.851"	"1.054"	"0.948"	"136.5"	"122.1"	"153.4"	"145.5"	"132.9"	"140.4"	"131.6"	"116.2"	"143.9"	"129.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.08"	"0"	"3.53136467933655"	"1"
"False"	"High"	"IsMasterProtein"	"O96018"	"Amyloid beta A4 precursor protein-binding family A member 3 OS=Homo sapiens GN=APBA3 PE=1 SV=1"	"0.00866536403024382"	"3.08181233864107"	"1.56521739130435"	"1"	"1"	"1"	"1"	"575"	"61.416"	"4.94"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e6"	"2.3e6"	"2.8e6"	"2.8e6"	"2.6e6"	"2.8e6"	"2.4e6"	"2.3e6"	"2.5e6"	"2.2e6"	"0.952"	"1.140"	"1.140"	"1.069"	"1.152"	"0.976"	"0.932"	"1.024"	"0.909"	"245.1"	"233.4"	"279.4"	"279.5"	"262.1"	"282.3"	"239.3"	"228.5"	"251.0"	"222.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.105"	"0"	"2.70954418182373"	"1"
"False"	"High"	"IsMasterProtein"	"Q8TET4"	"Neutral alpha-glucosidase C OS=Homo sapiens GN=GANC PE=2 SV=3"	"0.00866536403024382"	"3.07852161962431"	"1.42231947483589"	"1"	"1"	"1"	"1"	"914"	"104.268"	"6.23"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.1e5"	"2.1e5"	"2.5e5"	"2.5e5"	"2.6e5"	"2.3e5"	"2.1e5"	"1.8e5"	"2.6e5"	"2.4e5"	"1.026"	"1.204"	"1.186"	"1.262"	"1.120"	"1.026"	"0.856"	"1.254"	"1.170"	"38.2"	"39.2"	"46.0"	"45.3"	"48.2"	"42.8"	"39.2"	"32.7"	"47.9"	"44.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.044"	"0"	"2.93205904960632"	"1"
"False"	"High"	"IsMasterProtein"	"Q9NZM5"	"Glioma tumor suppressor candidate region gene 2 protein OS=Homo sapiens GN=GLTSCR2 PE=1 SV=2"	"0.00866536403024382"	"3.0740178996729"	"1.88284518828452"	"1"	"1"	"1"	"1"	"478"	"54.356"	"10.32"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.9e6"	"1.9e6"	"2.1e6"	"2.5e6"	"2.1e6"	"2.2e6"	"1.9e6"	"1.8e6"	"2.0e6"	"1.9e6"	"1.013"	"1.119"	"1.300"	"1.073"	"1.170"	"0.997"	"0.958"	"1.041"	"1.006"	"64.0"	"64.8"	"71.6"	"83.2"	"68.7"	"74.9"	"63.8"	"61.3"	"66.6"	"64.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.116"	"0"	"2.86500120162964"	"1"
"False"	"High"	"IsMasterProtein"	"Q15651"	"High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens GN=HMGN3 PE=1 SV=2"	"0.00866536403024382"	"3.06260529256988"	"9.09090909090909"	"2"	"2"	"2"	"1"	"99"	"10.66"	"9.66"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e6"	"1.6e6"	"2.0e6"	"1.9e6"	"3.1e6"	"1.8e6"	"1.6e6"	"1.3e6"	"1.5e6"	"1.3e6"	"1.023"	"1.252"	"1.221"	"1.854"	"1.171"	"1.032"	"0.844"	"1.024"	"0.866"	"223.0"	"228.1"	"279.1"	"272.3"	"413.4"	"261.1"	"230.1"	"188.3"	"228.4"	"193.1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1.512"	"0"	"4.68515300750732"	"2"
"False"	"High"	"IsMasterProtein"	"Q9C0B2"	"Cilia- and flagella-associated protein 74 OS=Homo sapiens GN=CFAP74 PE=2 SV=3"	"0.00866536403024382"	"3.06238182060618"	"0.505050505050505"	"1"	"1"	"1"	"1"	"1584"	"178.477"	"6.42"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e6"	"2.5e6"	"2.8e6"	"3.0e6"	"2.5e6"	"2.9e6"	"2.4e6"	"2.3e6"	"2.7e6"	"2.4e6"	"1.024"	"1.157"	"1.223"	"1.025"	"1.186"	"0.992"	"0.941"	"1.094"	"1.002"	"189.1"	"193.6"	"218.8"	"231.2"	"193.8"	"224.3"	"187.6"	"177.9"	"206.9"	"189.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.027"	"0"	"3.21725225448608"	"1"
"False"	"High"	"IsMasterProtein"	"Q12986"	"Transcriptional repressor NF-X1 OS=Homo sapiens GN=NFX1 PE=1 SV=2"	"0.00866536403024382"	"3.06153031163235"	"1.07142857142857"	"1"	"1"	"1"	"1"	"1120"	"124.312"	"8.24"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.4e5"	"4.3e5"	"5.1e5"	"6.0e5"	"5.2e5"	"6.0e5"	"5.2e5"	"4.5e5"	"5.7e5"	"4.9e5"	"0.979"	"1.147"	"1.351"	"1.168"	"1.350"	"1.181"	"1.021"	"1.298"	"1.105"	"85.5"	"83.7"	"98.1"	"115.5"	"99.9"	"115.4"	"101.0"	"87.3"	"111.0"	"94.5"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.034"	"0"	"2.96962237358093"	"1"
"False"	"High"	"IsMasterProtein"	"Q6ZN55-2"	"Isoform 2 of Zinc finger protein 574 OS=Homo sapiens GN=ZNF574"	"0.00866536403024382"	"3.06128018521762"	"0.812182741116751"	"1"	"1"	"1"	"1"	"985"	"108.504"	"8.41"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e6"	"1.2e6"	"1.3e6"	"1.5e6"	"1.2e6"	"1.3e6"	"1.2e6"	"1.2e6"	"1.4e6"	"1.5e6"	"0.927"	"0.951"	"1.116"	"0.920"	"0.989"	"0.920"	"0.895"	"1.066"	"1.111"	"159.8"	"148.1"	"152.0"	"178.3"	"147.0"	"158.1"	"147.0"	"143.1"	"170.3"	"177.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.049"	"0"	"2.66575765609741"	"1"
"False"	"High"	"IsMasterProtein"	"Q969E2"	"Secretory carrier-associated membrane protein 4 OS=Homo sapiens GN=SCAMP4 PE=2 SV=1"	"0.00866536403024382"	"3.05680236993107"	"3.49344978165939"	"1"	"1"	"1"	"1"	"229"	"25.711"	"8.82"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e6"	"3.9e6"	"4.3e6"	"4.7e6"	"4.0e6"	"4.9e6"	"4.0e6"	"3.7e6"	"4.4e6"	"3.9e6"	"0.960"	"1.070"	"1.161"	"0.995"	"1.211"	"1.003"	"0.913"	"1.088"	"0.967"	"171.9"	"165.1"	"183.9"	"199.5"	"171.1"	"208.1"	"172.4"	"156.9"	"187.1"	"166.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.585"	"0"	"2.76738715171814"	"1"
"False"	"High"	"IsMasterProtein"	"P24390"	"ER lumen protein-retaining receptor 1 OS=Homo sapiens GN=KDELR1 PE=1 SV=1"	"0.00870373500084502"	"3.04856533446799"	"3.77358490566038"	"1"	"1"	"1"	"1"	"212"	"24.526"	"8.62"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e7"	"2.5e7"	"2.7e7"	"2.8e7"	"2.2e7"	"3.0e7"	"2.4e7"	"2.5e7"	"2.5e7"	"2.2e7"	"0.942"	"0.982"	"1.054"	"0.809"	"1.105"	"0.894"	"0.941"	"0.934"	"0.832"	"221.5"	"208.6"	"217.6"	"233.4"	"179.2"	"244.8"	"198.0"	"208.4"	"206.9"	"184.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.292"	"0"	"3.05288600921631"	"1"
"False"	"High"	"IsMasterProtein"	"Q8TCN5"	"Zinc finger protein 507 OS=Homo sapiens GN=ZNF507 PE=1 SV=2"	"0.00870373500084502"	"3.04667530361081"	"1.15424973767051"	"1"	"1"	"1"	"1"	"953"	"105.7"	"5.72"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.5e5"	"8.6e5"	"5.8e5"	"8.0e5"	"8.8e5"	"9.3e5"	"6.2e5"	"6.8e5"	"7.3e5"	"6.0e5"	"1.555"	"1.051"	"1.455"	"1.606"	"1.695"	"1.119"	"1.236"	"1.323"	"1.097"	"97.0"	"150.8"	"101.9"	"141.1"	"155.8"	"164.4"	"108.5"	"119.9"	"128.3"	"106.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.044"	"0"	"3.05780410766602"	"1"
"False"	"High"	"IsMasterProtein"	"Q9Y2S2"	"Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3"	"0.00870373500084502"	"3.04567483770983"	"5.64263322884013"	"2"	"2"	"2"	"1"	"319"	"35.396"	"6.18"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e6"	"4.1e6"	"5.0e6"	"5.1e6"	"4.9e6"	"4.4e6"	"4.4e6"	"3.9e6"	"5.0e6"	"4.1e6"	"1.098"	"1.361"	"1.319"	"1.246"	"1.206"	"1.190"	"1.064"	"1.164"	"1.051"	"179.9"	"197.6"	"244.8"	"237.3"	"224.1"	"217.0"	"214.0"	"191.5"	"209.4"	"189.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.233"	"0"	"5.51103401184082"	"2"
"False"	"High"	"IsMasterProtein"	"Q9HC52"	"Chromobox protein homolog 8 OS=Homo sapiens GN=CBX8 PE=1 SV=3"	"0.00870373500084502"	"3.040481623027"	"2.5706940874036"	"1"	"1"	"1"	"1"	"389"	"43.369"	"9.91"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e6"	"1.8e6"	"1.9e6"	"2.1e6"	"1.4e6"	"2.0e6"	"1.7e6"	"1.7e6"	"2.0e6"	"1.7e6"	"1.007"	"1.057"	"1.179"	"0.789"	"1.084"	"0.956"	"0.934"	"1.089"	"0.934"	"143.3"	"144.3"	"151.4"	"169.0"	"113.0"	"155.4"	"137.0"	"133.9"	"156.1"	"133.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.11"	"0"	"2.95998334884644"	"1"
"False"	"High"	"IsMasterProtein"	"Q9H0R8-2"	"Isoform 2 of Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens GN=GABARAPL1"	"0.00870373500084502"	"3.03227450475811"	"10.2739726027397"	"2"	"3"	"1"	"1"	"146"	"16.997"	"9.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e7"	"1.1e7"	"1.2e7"	"1.3e7"	"1.3e7"	"1.3e7"	"1.1e7"	"1.0e7"	"1.3e7"	"1.1e7"	"1.053"	"1.078"	"1.248"	"1.170"	"1.168"	"1.028"	"0.962"	"1.170"	"1.013"	"91.4"	"96.2"	"98.5"	"114.1"	"106.9"	"106.8"	"94.0"	"87.9"	"106.9"	"92.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1.512"	"0"	"7.00907564163208"	"2"
"False"	"High"	"IsMasterProtein"	"Q96SK2"	"Transmembrane protein 209 OS=Homo sapiens GN=TMEM209 PE=1 SV=2"	"0.00870373500084502"	"3.03049090140343"	"1.42602495543672"	"1"	"1"	"1"	"1"	"561"	"62.881"	"8.63"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.7e6"	"1.7e6"	"1.8e6"	"1.9e6"	"1.6e6"	"1.9e6"	"1.6e6"	"1.4e6"	"1.8e6"	"1.5e6"	"1.032"	"1.085"	"1.153"	"0.965"	"1.134"	"0.969"	"0.855"	"1.095"	"0.935"	"191.6"	"197.8"	"207.8"	"220.9"	"184.8"	"217.2"	"185.6"	"163.9"	"209.8"	"179.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.08"	"0"	"3.13998603820801"	"1"
"False"	"High"	"IsMasterProtein"	"Q9BRY0"	"Zinc transporter ZIP3 OS=Homo sapiens GN=SLC39A3 PE=1 SV=2"	"0.00870373500084502"	"3.02747318213414"	"2.54777070063694"	"1"	"1"	"1"	"1"	"314"	"33.579"	"6.87"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e6"	"1.6e6"	"1.8e6"	"2.1e6"	"2.0e6"	"1.9e6"	"1.7e6"	"1.7e6"	"1.8e6"	"1.7e6"	"0.855"	"0.959"	"1.144"	"1.116"	"1.027"	"0.929"	"0.925"	"0.959"	"0.931"	"105.9"	"90.5"	"101.6"	"121.2"	"118.2"	"108.8"	"98.4"	"98.0"	"101.6"	"98.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.259"	"0"	"3.1510214805603"	"1"
