"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S1] F1: 126, Control, drug"	"Found in Sample: [S2] F1: 127N, Sample, drug"	"Found in Sample: [S3] F1: 127C, Sample, drug"	"Found in Sample: [S4] F1: 128N, Sample, drug"	"Found in Sample: [S5] F1: 128C, Sample, drug"	"Found in Sample: [S6] F1: 129N, Sample, drug"	"Found in Sample: [S7] F1: 129C, Sample, drug"	"Found in Sample: [S8] F1: 130N, Sample, drug"	"Found in Sample: [S9] F1: 130C, Sample, drug"	"Found in Sample: [S10] F1: 131, Sample, drug"	"Modifications"	"Area: 126, drug"	"Area: 127N, drug"	"Area: 127C, drug"	"Area: 128N, drug"	"Area: 128C, drug"	"Area: 129N, drug"	"Area: 129C, drug"	"Area: 130N, drug"	"Area: 130C, drug"	"Area: 131, drug"	"Abundance Ratio: (127N, drug) / (126, drug)"	"Abundance Ratio: (127C, drug) / (126, drug)"	"Abundance Ratio: (128N, drug) / (126, drug)"	"Abundance Ratio: (128C, drug) / (126, drug)"	"Abundance Ratio: (129N, drug) / (126, drug)"	"Abundance Ratio: (129C, drug) / (126, drug)"	"Abundance Ratio: (130N, drug) / (126, drug)"	"Abundance Ratio: (130C, drug) / (126, drug)"	"Abundance Ratio: (131, drug) / (126, drug)"	"Abundance: F1: 126, Control, drug"	"Abundance: F1: 127N, Sample, drug"	"Abundance: F1: 127C, Sample, drug"	"Abundance: F1: 128N, Sample, drug"	"Abundance: F1: 128C, Sample, drug"	"Abundance: F1: 129N, Sample, drug"	"Abundance: F1: 129C, Sample, drug"	"Abundance: F1: 130N, Sample, drug"	"Abundance: F1: 130C, Sample, drug"	"Abundance: F1: 131, Sample, drug"	"Abundances Count: F1: 126, Control, drug"	"Abundances Count: F1: 127N, Sample, drug"	"Abundances Count: F1: 127C, Sample, drug"	"Abundances Count: F1: 128N, Sample, drug"	"Abundances Count: F1: 128C, Sample, drug"	"Abundances Count: F1: 129N, Sample, drug"	"Abundances Count: F1: 129C, Sample, drug"	"Abundances Count: F1: 130N, Sample, drug"	"Abundances Count: F1: 130C, Sample, drug"	"Abundances Count: F1: 131, Sample, drug"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"O15371"	"Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1"	"0"	"7.70434209250844"	"4.74452554744525"	"2"	"2"	"2"	"1"	"548"	"63.932"	"6.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e6"	"2.2e6"	"6.8e6"	"5.8e6"	"5.0e6"	"4.8e6"	"5.0e6"	"4.5e6"	"5.5e6"	"6.3e6"	"1.236"	"3.559"	"3.517"	"3.157"	"2.772"	"3.248"	"2.560"	"3.309"	"3.513"	"63.2"	"78.1"	"224.9"	"222.3"	"199.5"	"175.2"	"205.3"	"161.8"	"209.1"	"222.0"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.186"	"0"	"3.68694305419922"	"2"
"False"	"High"	"IsMasterProtein"	"O43264"	"Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3"	"0"	"7.70071066591232"	"2.4390243902439"	"1"	"1"	"1"	"1"	"779"	"88.773"	"6.27"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.6e5"	"1.5e6"	"3.2e6"	"2.5e6"	"2.2e6"	"2.3e6"	"2.1e6"	"2.0e6"	"2.4e6"	"2.3e6"	"1.950"	"4.131"	"3.289"	"2.883"	"3.060"	"2.695"	"2.624"	"3.158"	"3.040"	"29.8"	"58.1"	"123.1"	"98.0"	"85.9"	"91.2"	"80.3"	"78.2"	"94.1"	"90.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.048"	"0"	"5.44460439682007"	"1"
"False"	"High"	"IsMasterProtein"	"Q8NCC3"	"Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2"	"0"	"7.67923077166131"	"3.15533980582524"	"1"	"1"	"1"	"1"	"412"	"46.628"	"6.73"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e6"	"7.3e6"	"9.4e6"	"1.0e7"	"9.1e6"	"9.8e6"	"1.1e7"	"9.5e6"	"1.0e7"	"7.5e6"	"2.265"	"2.906"	"3.226"	"2.797"	"3.020"	"3.265"	"2.924"	"3.154"	"2.307"	"133.4"	"302.1"	"387.7"	"430.4"	"373.1"	"402.9"	"435.6"	"390.1"	"420.7"	"307.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.105"	"0"	"5.58398199081421"	"1"
"False"	"High"	"IsMasterProtein"	"O00512"	"B-cell CLL/lymphoma 9 protein OS=Homo sapiens GN=BCL9 PE=1 SV=4"	"0"	"7.67530608613823"	"1.33239831697055"	"1"	"1"	"1"	"1"	"1426"	"149.194"	"8.91"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e6"	"4.2e6"	"3.4e6"	"2.3e6"	"1.3e6"	"3.1e6"	"1.6e6"	"3.2e6"	"2.1e6"	"1.8e6"	"2.968"	"2.408"	"1.595"	"0.926"	"2.158"	"1.123"	"2.271"	"1.493"	"1.292"	"28.4"	"84.3"	"68.4"	"45.3"	"26.3"	"61.3"	"31.9"	"64.5"	"42.4"	"36.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.037"	"0"	"5.14892435073853"	"1"
"False"	"High"	"IsMasterProtein"	"P07910"	"Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4"	"0"	"7.66520055937899"	"6.5359477124183"	"2"	"2"	"2"	"1"	"306"	"33.65"	"5.08"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.8e6"	"9.8e6"	"2.2e7"	"2.0e7"	"1.7e7"	"1.8e7"	"1.9e7"	"1.7e7"	"1.8e7"	"1.9e7"	"2.225"	"4.515"	"4.118"	"3.559"	"3.855"	"3.981"	"3.346"	"3.865"	"3.907"	"83.9"	"186.7"	"378.8"	"345.5"	"298.6"	"323.4"	"334.0"	"280.7"	"324.3"	"327.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.222"	"0"	"9.04965686798096"	"2"
"False"	"High"	"IsMasterProtein"	"Q6UX04"	"Peptidyl-prolyl cis-trans isomerase CWC27 homolog OS=Homo sapiens GN=CWC27 PE=1 SV=1"	"0"	"7.66294027367948"	"3.17796610169492"	"1"	"1"	"1"	"1"	"472"	"53.814"	"5.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e6"	"1.6e6"	"2.9e6"	"2.9e6"	"2.4e6"	"2.4e6"	"2.4e6"	"2.5e6"	"2.6e6"	"2.9e6"	"1.379"	"2.502"	"2.507"	"2.060"	"2.050"	"2.028"	"2.097"	"2.228"	"2.449"	"87.8"	"121.1"	"219.7"	"220.1"	"180.9"	"180.0"	"178.1"	"184.1"	"195.6"	"215.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.096"	"0"	"5.64461898803711"	"1"
"False"	"High"	"IsMasterProtein"	"P31146"	"Coronin-1A OS=Homo sapiens GN=CORO1A PE=1 SV=4"	"0"	"7.64738171062076"	"6.50759219088937"	"3"	"3"	"3"	"1"	"461"	"50.994"	"6.68"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e6"	"6.4e6"	"8.9e6"	"9.0e6"	"8.6e6"	"8.9e6"	"8.2e6"	"7.9e6"	"7.9e6"	"7.7e6"	"1.684"	"2.606"	"2.559"	"2.679"	"2.471"	"2.584"	"2.299"	"2.485"	"2.456"	"282.2"	"475.2"	"735.3"	"722.1"	"755.9"	"697.4"	"729.2"	"648.7"	"701.3"	"693.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.318"	"0"	"6.7515389919281"	"3"
"False"	"High"	"IsMasterProtein"	"Q8IWB7"	"WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=WDFY1 PE=1 SV=1"	"0"	"7.63991273778837"	"4.39024390243902"	"2"	"2"	"2"	"1"	"410"	"46.293"	"7.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.2e5"	"1.8e6"	"2.2e6"	"2.3e6"	"1.8e6"	"2.3e6"	"2.2e6"	"2.1e6"	"2.2e6"	"1.7e6"	"2.462"	"3.108"	"3.190"	"2.627"	"3.216"	"3.083"	"2.957"	"3.063"	"2.439"	"147.7"	"363.7"	"459.0"	"471.2"	"388.0"	"475.0"	"455.4"	"436.8"	"452.4"	"360.2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.194"	"0"	"6.98243832588196"	"2"
"False"	"High"	"IsMasterProtein"	"Q9Y3B9"	"RRP15-like protein OS=Homo sapiens GN=RRP15 PE=1 SV=2"	"0"	"7.6060420493106"	"8.15602836879433"	"2"	"2"	"2"	"1"	"282"	"31.465"	"5.52"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e6"	"5.3e6"	"7.9e6"	"9.0e6"	"7.2e6"	"8.2e6"	"9.0e6"	"7.9e6"	"8.5e6"	"7.4e6"	"2.669"	"4.686"	"5.336"	"4.311"	"4.762"	"5.355"	"4.662"	"5.224"	"4.599"	"41.1"	"109.7"	"192.6"	"219.3"	"177.2"	"195.7"	"220.1"	"191.6"	"214.7"	"189.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.334"	"0"	"7.05300307273865"	"2"
"False"	"High"	"IsMasterProtein"	"P84090"	"Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1"	"0"	"7.60541840050114"	"17.3076923076923"	"2"	"2"	"2"	"1"	"104"	"12.251"	"5.92"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.9e6"	"1.3e7"	"1.6e7"	"1.3e7"	"1.0e7"	"1.3e7"	"1.2e7"	"1.3e7"	"1.2e7"	"1.1e7"	"2.078"	"2.480"	"2.219"	"1.606"	"2.242"	"2.042"	"2.100"	"2.062"	"1.733"	"222.5"	"462.3"	"551.9"	"493.8"	"357.3"	"498.8"	"454.4"	"467.3"	"458.8"	"385.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.931"	"0"	"7.6079273223877"	"2"
"False"	"High"	"IsMasterProtein"	"Q96TC7"	"Regulator of microtubule dynamics protein 3 OS=Homo sapiens GN=RMDN3 PE=1 SV=2"	"0"	"7.60166860783226"	"5.74468085106383"	"2"	"2"	"2"	"1"	"470"	"52.086"	"5.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.6e5"	"1.5e6"	"2.0e6"	"2.5e6"	"2.0e6"	"2.3e6"	"2.4e6"	"2.0e6"	"2.3e6"	"1.9e6"	"1.818"	"2.225"	"2.789"	"2.142"	"2.512"	"2.522"	"2.223"	"2.395"	"1.959"	"96.8"	"176.0"	"215.4"	"270.0"	"207.3"	"243.2"	"244.1"	"215.2"	"231.8"	"189.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.179"	"0"	"6.71953439712524"	"2"
"False"	"High"	"IsMasterProtein"	"Q6QNY1"	"Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Homo sapiens GN=BLOC1S2 PE=1 SV=1"	"0"	"7.59839080672297"	"17.6056338028169"	"2"	"2"	"2"	"1"	"142"	"15.951"	"4.86"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.5e6"	"1.6e7"	"1.9e7"	"2.2e7"	"1.9e7"	"2.2e7"	"2.1e7"	"1.8e7"	"2.2e7"	"1.8e7"	"1.814"	"2.327"	"2.577"	"2.003"	"2.656"	"2.426"	"2.277"	"2.490"	"2.063"	"71.9"	"130.4"	"167.3"	"185.3"	"144.0"	"191.0"	"174.4"	"163.7"	"179.0"	"148.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.668"	"0"	"8.02100276947021"	"2"
"False"	"High"	"IsMasterProtein"	"Q9BQ48"	"39S ribosomal protein L34, mitochondrial OS=Homo sapiens GN=MRPL34 PE=1 SV=1"	"0"	"7.59785129072857"	"13.0434782608696"	"2"	"2"	"2"	"1"	"92"	"10.159"	"12.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.2e6"	"1.9e7"	"2.3e7"	"2.4e7"	"1.8e7"	"2.4e7"	"2.4e7"	"2.3e7"	"2.3e7"	"2.1e7"	"1.784"	"2.428"	"2.940"	"2.334"	"2.873"	"2.779"	"2.485"	"2.826"	"1.838"	"151.0"	"269.4"	"366.6"	"444.0"	"352.4"	"433.8"	"419.6"	"375.3"	"426.7"	"277.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1.512"	"0"	"8.62592649459839"	"2"
"False"	"High"	"IsMasterProtein"	"Q8N142"	"Adenylosuccinate synthetase isozyme 1 OS=Homo sapiens GN=ADSSL1 PE=1 SV=1"	"0"	"7.58930187445322"	"3.93873085339168"	"2"	"2"	"1"	"1"	"457"	"50.177"	"8.59"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.1e6"	"7.2e6"	"1.0e7"	"1.0e7"	"7.2e6"	"7.6e6"	"8.3e6"	"7.7e6"	"9.0e6"	"6.7e6"	"1.410"	"2.035"	"2.012"	"1.402"	"1.484"	"1.634"	"1.501"	"1.758"	"1.306"	"51.7"	"72.9"	"105.2"	"104.0"	"72.5"	"76.7"	"84.5"	"77.6"	"90.9"	"67.5"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.172"	"0"	"6.4737184047699"	"2"
"False"	"High"	"IsMasterProtein"	"O95749"	"Geranylgeranyl pyrophosphate synthase OS=Homo sapiens GN=GGPS1 PE=1 SV=1"	"0"	"7.56371927973137"	"10.3333333333333"	"3"	"3"	"3"	"1"	"300"	"34.849"	"6.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.4e7"	"9.7e7"	"1.5e8"	"1.6e8"	"1.4e8"	"1.6e8"	"1.8e8"	"1.4e8"	"1.6e8"	"1.2e8"	"2.071"	"3.085"	"3.253"	"2.804"	"3.205"	"3.458"	"2.996"	"3.256"	"2.426"	"134.6"	"278.7"	"415.3"	"437.8"	"377.4"	"431.4"	"465.4"	"403.3"	"438.2"	"326.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.438"	"0"	"9.56217527389526"	"3"
"False"	"High"	"IsMasterProtein"	"Q0PNE2"	"Elongator complex protein 6 OS=Homo sapiens GN=ELP6 PE=1 SV=1"	"0"	"7.56134897308644"	"11.6541353383459"	"3"	"3"	"3"	"1"	"266"	"29.774"	"6.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.1e6"	"1.5e7"	"2.2e7"	"2.2e7"	"2.0e7"	"2.1e7"	"2.1e7"	"2.0e7"	"2.1e7"	"1.5e7"	"2.128"	"2.831"	"2.932"	"2.564"	"2.887"	"2.814"	"2.651"	"2.763"	"2.072"	"162.4"	"345.6"	"459.8"	"476.1"	"416.4"	"468.9"	"457.0"	"430.5"	"448.7"	"336.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.438"	"0"	"10.2930204868317"	"3"
"False"	"High"	"IsMasterProtein"	"P51608-2"	"Isoform B of Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2"	"0"	"7.55979375310596"	"3.81526104417671"	"1"	"2"	"1"	"1"	"498"	"53.291"	"9.88"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.8e6"	"4.2e6"	"5.3e6"	"5.1e6"	"4.3e6"	"4.9e6"	"5.1e6"	"4.6e6"	"4.9e6"	"3.8e6"	"1.762"	"2.334"	"2.367"	"1.886"	"2.209"	"2.204"	"1.975"	"2.227"	"1.616"	"133.4"	"235.0"	"311.3"	"315.8"	"251.6"	"294.7"	"294.0"	"263.5"	"297.1"	"215.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.186"	"0"	"2.88234257698059"	"1"
"False"	"High"	"IsMasterProtein"	"Q6ZMI0"	"Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens GN=PPP1R21 PE=1 SV=1"	"0"	"7.55861911508349"	"1.92307692307692"	"1"	"1"	"1"	"1"	"780"	"88.26"	"6.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.5e6"	"3.1e6"	"3.8e6"	"3.7e6"	"3.1e6"	"3.4e6"	"3.2e6"	"3.4e6"	"3.3e6"	"3.6e6"	"1.213"	"1.486"	"1.454"	"1.226"	"1.341"	"1.268"	"1.333"	"1.303"	"1.408"	"65.4"	"79.3"	"97.2"	"95.1"	"80.2"	"87.7"	"82.9"	"87.2"	"85.2"	"92.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.046"	"0"	"5.52937936782837"	"1"
"False"	"High"	"IsMasterProtein"	"Q6ULP2"	"Aftiphilin OS=Homo sapiens GN=AFTPH PE=1 SV=2"	"0"	"7.53688925458812"	"2.13447171824973"	"2"	"3"	"2"	"1"	"937"	"102.137"	"4.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.8e5"	"4.9e5"	"6.8e5"	"7.9e5"	"6.9e5"	"7.5e5"	"7.2e5"	"6.6e5"	"7.3e5"	"6.5e5"	"1.869"	"2.559"	"3.059"	"2.707"	"2.855"	"2.780"	"2.499"	"2.790"	"2.446"	"80.0"	"149.5"	"204.7"	"244.7"	"216.6"	"228.4"	"222.4"	"199.9"	"223.2"	"195.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.174"	"0"	"8.03971004486084"	"2"
"False"	"High"	"IsMasterProtein"	"P13473-3"	"Isoform LAMP-2C of Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens GN=LAMP2"	"0"	"7.53685386327365"	"2.91970802919708"	"1"	"1"	"1"	"1"	"411"	"45.141"	"5.91"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.5e6"	"2.8e6"	"4.0e6"	"5.2e6"	"4.2e6"	"5.7e6"	"5.3e6"	"4.9e6"	"5.1e6"	"3.4e6"	"1.113"	"1.602"	"2.086"	"1.683"	"2.258"	"2.132"	"1.969"	"2.023"	"1.373"	"52.3"	"58.2"	"83.8"	"109.1"	"88.0"	"118.1"	"111.5"	"103.0"	"105.8"	"71.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.11"	"0"	"4.60625648498535"	"1"
"False"	"High"	"IsMasterProtein"	"Q70IA6-3"	"Isoform 3 of MOB kinase activator 2 OS=Homo sapiens GN=MOB2"	"0"	"7.53017629101275"	"7.46268656716418"	"2"	"2"	"2"	"1"	"268"	"30.155"	"7.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.7e6"	"6.5e6"	"1.3e7"	"1.1e7"	"8.4e6"	"8.2e6"	"7.1e6"	"6.9e6"	"8.9e6"	"8.2e6"	"1.555"	"3.446"	"3.015"	"2.336"	"2.207"	"1.992"	"1.787"	"2.269"	"2.202"	"119.7"	"186.1"	"412.5"	"360.9"	"279.6"	"264.2"	"238.5"	"213.9"	"271.6"	"263.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.389"	"0"	"7.17106747627258"	"2"
"False"	"High"	"IsMasterProtein"	"O14617-5"	"Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1"	"0"	"7.52556301594373"	"1.89300411522634"	"2"	"2"	"2"	"1"	"1215"	"136.565"	"7.64"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.6e5"	"3.1e6"	"6.1e6"	"6.0e6"	"5.2e6"	"5.7e6"	"5.4e6"	"5.1e6"	"5.6e6"	"5.5e6"	"2.688"	"4.380"	"4.246"	"3.800"	"4.054"	"3.831"	"3.661"	"4.065"	"3.865"	"119.6"	"321.5"	"523.9"	"507.8"	"454.5"	"484.9"	"458.2"	"437.8"	"486.2"	"462.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.075"	"0"	"4.63520908355713"	"2"
"False"	"High"	"IsMasterProtein"	"Q7Z3U7"	"Protein MON2 homolog OS=Homo sapiens GN=MON2 PE=1 SV=3"	"0"	"7.52395539185671"	"1.45602795573675"	"2"	"2"	"2"	"1"	"1717"	"190.237"	"6.06"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e6"	"3.3e6"	"5.8e6"	"5.5e6"	"4.2e6"	"4.7e6"	"4.4e6"	"4.3e6"	"4.5e6"	"4.3e6"	"1.901"	"3.497"	"3.404"	"2.662"	"2.910"	"2.715"	"2.680"	"2.803"	"2.643"	"87.1"	"165.6"	"304.6"	"296.5"	"231.9"	"253.5"	"236.5"	"233.4"	"244.1"	"230.2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.049"	"0"	"6.78326201438904"	"2"
"False"	"High"	"IsMasterProtein"	"Q9UBV8"	"Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1"	"0"	"7.52077638471938"	"7.04225352112676"	"2"	"2"	"2"	"1"	"284"	"30.361"	"6.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e6"	"5.1e6"	"6.1e6"	"6.5e6"	"6.1e6"	"6.5e6"	"6.5e6"	"5.7e6"	"5.4e6"	"5.4e6"	"3.257"	"3.203"	"3.504"	"3.217"	"3.466"	"3.363"	"2.915"	"3.137"	"2.914"	"79.8"	"259.9"	"255.6"	"279.6"	"256.7"	"276.6"	"268.4"	"232.6"	"250.3"	"232.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.585"	"0"	"6.21021294593811"	"2"
"False"	"High"	"IsMasterProtein"	"P62841"	"40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=2"	"0"	"7.5188373308241"	"24.1379310344828"	"2"	"2"	"2"	"1"	"145"	"17.029"	"10.39"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e6"	"6.4e6"	"1.0e7"	"1.1e7"	"9.5e6"	"1.1e7"	"1.1e7"	"1.1e7"	"1.1e7"	"9.4e6"	"2.854"	"4.430"	"4.690"	"4.181"	"4.727"	"5.005"	"4.662"	"4.643"	"4.086"	"91.5"	"261.1"	"405.3"	"429.1"	"382.6"	"432.5"	"458.0"	"426.6"	"424.8"	"373.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.931"	"0"	"7.29089546203613"	"2"
"False"	"High"	"IsMasterProtein"	"Q9Y6I9"	"Testis-expressed sequence 264 protein OS=Homo sapiens GN=TEX264 PE=1 SV=1"	"0"	"7.48571795213962"	"4.47284345047923"	"1"	"1"	"1"	"1"	"313"	"34.167"	"4.86"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e6"	"3.2e6"	"3.8e6"	"4.1e6"	"3.3e6"	"3.4e6"	"3.7e6"	"3.2e6"	"3.6e6"	"2.7e6"	"1.449"	"1.712"	"1.884"	"1.520"	"1.550"	"1.668"	"1.466"	"1.649"	"1.241"	"76.0"	"110.1"	"130.1"	"143.2"	"115.5"	"117.8"	"126.8"	"111.4"	"125.3"	"94.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.145"	"0"	"5.40751552581787"	"1"
"False"	"High"	"IsMasterProtein"	"Q6UVJ0"	"Spindle assembly abnormal protein 6 homolog OS=Homo sapiens GN=SASS6 PE=1 SV=1"	"0"	"7.48475762954415"	"4.10958904109589"	"3"	"3"	"3"	"1"	"657"	"74.351"	"7.55"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e7"	"1.1e7"	"1.5e7"	"1.6e7"	"1.2e7"	"1.4e7"	"1.4e7"	"1.3e7"	"1.3e7"	"1.1e7"	"1.946"	"2.672"	"2.921"	"2.452"	"2.704"	"2.696"	"2.364"	"2.492"	"2.175"	"184.3"	"358.6"	"492.5"	"538.4"	"451.9"	"498.3"	"496.8"	"435.7"	"459.3"	"400.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.166"	"0"	"10.0879595279694"	"3"
"False"	"High"	"IsMasterProtein"	"P39023"	"60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2"	"0"	"7.47763350303344"	"5.95533498759305"	"2"	"2"	"2"	"1"	"403"	"46.08"	"10.18"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e6"	"5.0e6"	"5.6e6"	"5.9e6"	"4.8e6"	"5.8e6"	"6.4e6"	"5.6e6"	"5.9e6"	"5.0e6"	"1.876"	"2.233"	"2.239"	"1.950"	"2.318"	"2.408"	"2.255"	"2.372"	"1.982"	"116.5"	"218.6"	"260.2"	"260.8"	"227.2"	"270.1"	"280.5"	"262.7"	"276.3"	"230.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.233"	"0"	"6.98223304748535"	"2"
"False"	"High"	"IsMasterProtein"	"P0C7P4"	"Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens GN=UQCRFS1P1 PE=5 SV=1"	"0"	"7.45109578882493"	"6.00706713780919"	"3"	"3"	"3"	"1"	"283"	"30.796"	"8.87"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.2e6"	"1.6e7"	"1.9e7"	"2.0e7"	"1.6e7"	"2.0e7"	"1.9e7"	"1.8e7"	"1.8e7"	"1.5e7"	"1.854"	"2.543"	"2.767"	"2.312"	"2.751"	"2.724"	"2.320"	"2.393"	"2.037"	"76.0"	"140.9"	"193.3"	"210.3"	"175.7"	"209.1"	"207.0"	"176.3"	"181.9"	"154.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.501"	"0"	"9.33466911315918"	"3"
